TSC_NAME	CHL.chlor_a	FLH.nflh	KD.Kd_490	PAR.par	PIC.pic	POC.poc	RRS.Rrs_412	RRS.Rrs_443	RRS.Rrs_469	RRS.Rrs_488	RRS.Rrs_531	RRS.Rrs_547	RRS.Rrs_555	RRS.Rrs_645	RRS.Rrs_667	RRS.Rrs_678	SST.sst
TSC001	0.5063222646713257	0.0838228389620781	0.061918748542666435	43.80406188964844	0.0002862480469048023	104.89991760253906	0.005027063190937042	0.00498581281863153	0.005068938247859478	0.004644501022994518	0.002746563754044473	0.0022631260799244046	0.0020086258882656693	0.00019218830857425928	0.00018706335686147213	0.0002234381390735507	22.84734344482422
TSC003	0.14101406931877136	0.052747324109077454	0.033156249672174454	39.49368667602539	1.2059928849339485e-05	43.64369201660156	0.007043125573545694	0.006340626161545515	0.005849500186741352	0.004897126229479909	0.002085063490085304	0.0015652509173378348	0.0013495635939761996	0.0001251882640644908	0.00015075120609253645	0.00017025123815983534	25.132343292236328
TSC005	0.0788251981139183	0.05060640722513199	0.02804374974220991	39.563621520996094	1.7372192814946175e-05	34.51239013671875	0.010138188488781452	0.00878812512382865	0.007664625532925129	0.006125376094132662	0.0023293133126571774	0.0017306881491094828	0.0014739383477717638	0.0001378131564706564	0.00017212610691785812	0.00018806313164532185	26.050936698913574
TSC008	0.16536056250333786	0.06008921563625336	0.03066874947398901	24.085061073303223	1.3560522347688675e-05	42.98115539550781	0.005678563145920634	0.005313938250765204	0.005098063498735428	0.0042843755800276995	0.001754438504576683	0.0012981881154701114	0.0011365008540451527	1.6937963664531708e-05	8.312577847391367e-05	0.00011606351472437382	19.980937004089355
TSC013	0.29916873574256897	0.07775329053401947	0.04937499947845936	16.58674716949463	1.1748168617486954e-05	83.7811279296875	0.003349938429892063	0.003344125929288566	0.0035632511135190725	0.003329875646159053	0.0018480636645108461	0.0014428133144974709	0.0013034382136538625	4.718871787190437e-05	0.00015125097706913948	0.00018737593200057745	16.51187515258789
TSC016	0.2604445815086365	0.07162000238895416	0.04606874845921993	19.41212272644043	1.6435515135526657e-05	75.31242370605469	0.0037837510462850332	0.003907438484020531	0.004013626137748361	0.0036688760155811906	0.0019244386348873377	0.0015026257606223226	0.0013216881779953837	4.8501184210181236e-05	0.00013056315947324038	0.00016518868505954742	18.738280296325684
TSC020	0.12508220970630646	0.07720876485109329	0.029349999502301216	19.950560569763184	1.1934898793697357e-05	39.01866149902344	0.007501500658690929	0.006649063201621175	0.006018750835210085	0.0050345007330179214	0.001994938589632511	0.0014650633092969656	0.0012645635288208723	4.5876018702983856e-05	0.00014075054787099361	0.00017912592738866806	20.184999465942383
TSC021	0.18185897916555405	0.06364063173532486	0.03189375065267086	32.850934982299805	1.024850644171238e-05	48.318634033203125	0.005643688607960939	0.0049643132369965315	0.0048913133796304464	0.004298688378185034	0.0017911259783431888	0.0013354388065636158	0.0011601257137954235	7.0438371039927e-05	0.00014181365258991718	0.00017068802844733	24.750937461853027
TSC025	0.1862296685576439	0.06878843903541565	0.03490624949336052	37.012813568115234	1.0061077773571014e-05	52.474884033203125	0.005709001095965505	0.005172938108444214	0.0051044379360973835	0.004521438619121909	0.0019725009333342314	0.001491938135586679	0.0012886883923783898	0.0001012507127597928	0.00016425095964223146	0.00019281369168311357	25.704843521118164
TSC027	0.2885550558567047	0.08641265332698822	0.04779999889433384	36.60187339782715	9.998679161071777e-06	79.91865539550781	0.0034739382099360228	0.0036118130665272474	0.0038414383307099342	0.0035921881208196282	0.00189843843691051	0.00149156351108104	0.0013093759771436453	0.00012775079812854528	0.0001904383534565568	0.00023450073786079884	26.662342071533203
