TSC_NAME	CHL.chlor_a	FLH.nflh	KD.Kd_490	PAR.par	PIC.pic	POC.poc	RRS.Rrs_412	RRS.Rrs_443	RRS.Rrs_469	RRS.Rrs_488	RRS.Rrs_531	RRS.Rrs_547	RRS.Rrs_555	RRS.Rrs_645	RRS.Rrs_667	RRS.Rrs_678	SST.sst
TSC001	1.1382089257240295	0.12810883671045303	0.10382765904068947	43.71978569030762	0.0006141256017144769	176.66585540771484	0.0047464692033827305	0.004864064510911703	0.005126915872097015	0.004871936980634928	0.0034654688788577914	0.0030820006504654884	0.002811553655192256	0.0004953837196808308	0.0004289371281629428	0.00047708583588246256	22.933297157287598
TSC003	0.14137877523899078	0.05355297215282917	0.03340212628245354	39.64167785644531	1.3848568414687179e-05	43.90419387817383	0.007084256503731012	0.006360703147947788	0.005866723833605647	0.0049090220127254725	0.0021000648848712444	0.0015778092201799154	0.00135714968200773	0.00012555393914226443	0.000150766980368644	0.0001706393013591878	25.015104293823242
TSC005	0.07891780510544777	0.050985801964998245	0.028051063418388367	39.37778282165527	1.83166980605165e-05	34.52116775512695	0.010151894297450781	0.008787234779447317	0.007662065327167511	0.006124639417976141	0.0023307244991883636	0.0017312773270532489	0.0014736178563907743	0.00013604352352558635	0.00017089468019548804	0.00018738372455118224	26.042287826538086
TSC008	0.1703380048274994	0.06430819630622864	0.03115106374025345	24.07880401611328	1.1955487025261391e-05	44.123291015625	0.005586617859080434	0.005224639317020774	0.0050281500443816185	0.004236702807247639	0.0017472138279117644	0.001294958230573684	0.0011324688675813377	1.0532743090152508e-05	7.50220351619646e-05	0.00011168178752996027	20.006062507629395
TSC013	0.3138335645198822	0.08213469386100769	0.05039786733686924	16.666465759277344	2.7253352527623065e-05	86.41691589355469	0.0032486390555277467	0.0033011073246598244	0.003539107507094741	0.0033196600852534175	0.0018701287917792797	0.0014669159427285194	0.0013261710992082953	4.4234968299861066e-05	0.0001470433926442638	0.0001863626021076925	16.50691509246826
TSC016	0.26649361848831177	0.07490426301956177	0.04630637913942337	19.402976989746094	1.8104593436873984e-05	76.676513671875	0.00360691559035331	0.003753490513190627	0.0038932989118620753	0.003578681848011911	0.0018884694436565042	0.0014736815355718136	0.0012992986012250185	3.880936219502473e-05	0.00012623491056729108	0.00016310739738401026	18.563243865966797
TSC020	0.124786626547575	0.07584379240870476	0.02941702213138342	19.79288959503174	1.2593145584105514e-05	39.089277267456055	0.007488000439479947	0.0066731923725456	0.006043149856850505	0.005046873120591044	0.0019999583018943667	0.0014715325669385493	0.0012692988966591656	4.783086660609115e-05	0.00014174535681377165	0.00017872440366772935	20.27473258972168
TSC021	0.18274880200624466	0.06371770799160004	0.03214680776000023	32.824615478515625	1.0190016382694012e-05	48.89564323425293	0.00560423475690186	0.004938872996717691	0.004868043586611748	0.0042831068858504295	0.0017925540450960398	0.0013374690315686166	0.0011615963303484023	7.002210259088315e-05	0.0001411713019479066	0.00017002205277094617	24.73127555847168
TSC025	0.18630103766918182	0.06781127490103245	0.03493829630315304	36.86527442932129	1.0083726920129266e-05	52.48075866699219	0.00569659611210227	0.005171149503439665	0.005102234892547131	0.0045172348618507385	0.0019717456307262182	0.0014919370878487825	0.0012891499209217727	0.00010329869110137224	0.00016470324771944433	0.00019285189773654565	25.67425537109375
TSC027	0.2810465842485428	0.08600671216845512	0.046827659010887146	36.605892181396484	1.0892194040934555e-05	78.03605270385742	0.003524191793985665	0.0036523198941722512	0.0038685539038851857	0.0036012561758980155	0.0018785542342811823	0.0014723414205946028	0.0012871924554929137	0.00012470298679545522	0.0001886606332845986	0.00023168166808318347	26.657607078552246
