TSC_NAME	CHL.chlor_a	FLH.nflh	KD.Kd_490	PAR.par	PIC.pic	POC.poc	RRS.Rrs_412	RRS.Rrs_443	RRS.Rrs_469	RRS.Rrs_488	RRS.Rrs_531	RRS.Rrs_547	RRS.Rrs_555	RRS.Rrs_645	RRS.Rrs_667	RRS.Rrs_678	SST.sst
TSC001	1.0227366089820862	0.11978559195995331	0.09504358842968941	43.7454833984375	0.0006525108765345067	170.47682189941406	0.004661488579586148	0.0047853849828243256	0.005041667027398944	0.004784693475812674	0.003331590793095529	0.002921283128671348	0.0026498724473640323	0.00038574435166083276	0.0003380778362043202	0.0003875647234963253	22.917755126953125
TSC003	0.14093846827745438	0.05347576551139355	0.03333589434623718	39.55607604980469	1.3587184184871148e-05	43.794803619384766	0.007093077525496483	0.006364565109834075	0.005868410924449563	0.004909539129585028	0.0020975391380488873	0.0015756419161334634	0.0013558214996010065	0.0001266929648409132	0.00015097532013896853	0.00017087290325434878	25.038076400756836
TSC005	0.07866545394062996	0.05078520253300667	0.02804615255445242	39.45699882507324	1.8202532828581752e-05	34.510141372680664	0.010167513508349657	0.008800820913165808	0.0076730516739189625	0.006132129114121199	0.002333052223548293	0.0017333084251731634	0.0014749752590432763	0.00013684700752492063	0.00017192415543831885	0.0001881801217678003	26.053847312927246
TSC008	0.17062396556138992	0.06310584023594856	0.031117948703467846	24.057279586791992	1.23056847769476e-05	44.048614501953125	0.005574026377871633	0.005216513527557254	0.005022411467507482	0.00423466763459146	0.0017470010207034647	0.0012943083420395851	0.0011315648443996906	7.513576292694779e-06	7.28212580725085e-05	0.00010856498920475133	19.965126037597656
TSC013	0.3085751533508301	0.08127731829881668	0.04992051050066948	16.687280654907227	2.033129749179352e-05	84.8998908996582	0.0032753085251897573	0.0033104110043495893	0.003539359662681818	0.003312411019578576	0.0018531547393649817	0.0014501803671009839	0.0013110008439980447	4.282149689061043e-05	0.00014648801152361557	0.00018523170001571998	16.499873161315918
TSC016	0.2656867802143097	0.07471487671136856	0.04627435840666294	19.4163818359375	1.8023814845946617e-05	76.68453216552734	0.003633975167758763	0.003776770317927003	0.003914000932127237	0.0035943598486483097	0.0018955912091769278	0.0014792829169891775	0.0013035135925747454	3.928290061594453e-05	0.00012610346311703324	0.00016289844643324614	18.597883224487305
TSC020	0.12462321296334267	0.07589290291070938	0.029407690279185772	19.807331085205078	1.276656985282898e-05	39.058889389038086	0.007498359773308039	0.006675872253254056	0.006044539390131831	0.005047488026320934	0.0020003346144221723	0.0014714622520841658	0.0012698983773589134	4.782155247085029e-05	0.00014174423631629907	0.0001787957880878821	20.265514373779297
TSC021	0.18166134506464005	0.06331615522503853	0.03198974020779133	32.850406646728516	1.0152371487492928e-05	48.54348182678223	0.005638205911964178	0.004965128842741251	0.0048882062546908855	0.00429789861664176	0.0017941546393558383	0.0013379240408539772	0.0011616158881224692	7.007777458056808e-05	0.000141103686473798	0.0001697187835816294	24.727115631103516
TSC025	0.18628555536270142	0.06795846298336983	0.034925639629364014	36.88210105895996	1.0101172392751323e-05	52.49477958679199	0.005695616593584418	0.0051693853456526995	0.005100769689306617	0.004516257671639323	0.001970923854969442	0.0014911547186784446	0.0012884880998171866	0.00010251363710267469	0.0001643600917304866	0.00019266757590230554	25.679933547973633
TSC027	0.28417588770389557	0.08715211972594261	0.04720769263803959	36.588022232055664	1.104987950384384e-05	78.88962936401367	0.003474000724963844	0.0036093854578211904	0.0038308213697746396	0.0035719238221645355	0.0018735649064183235	0.0014696677098982036	0.0012872060178779066	0.00012451372458599508	0.0001885651145130396	0.00023233413230627775	26.675384521484375
