TSC_NAME	CHL.chlor_a	FLH.nflh	FLH.ipar	IOP.adg_unc_443	IOP.adg_443	IOP.aph_unc_443	IOP.aph_44	IOP.bbp_s	IOP.adg_s	bbp_unc_443	IOP.bbp_443	IOP.a_412	IOP.a_443	IOP.a_469	IOP.a_488	IOP.a_531	IOP.a_547	IOP.a_555	IOP.a_645	IOP.a_667	IOP.a_678	IOP.bb_412	IOP.bb_443	IOP.bb_469	IOP.bb_488	IOP.bb_531	IOP.bb_547	IOP.bb_555	IOP.bb_645	IOP.bb_667	IOP.bb_678	KD.Kd_490	NSST.sst	PAR.par	PIC.pic	POC.poc	RRS.aot_869	RRS.angstrom	RRS.Rrs_412	RRS.Rrs_443	RRS.Rrs_469	RRS.Rrs_488	RRS.Rrs_531	RRS.Rrs_547	RRS.Rrs_555	RRS.Rrs_645	RRS.Rrs_667	RRS.Rrs_678	SST.sst
TSC265	1.5618297457695007	0.19381647184491158	0.0007184184505604208	0.019994817208498716	0.05184742622077465	0.03818689472973347		0.8830358982086182	0.018000001087784767		0.019355791620910168	0.16560006886720657	0.1423553079366684	0.1119658499956131	0.09548427537083626	0.08214481174945831	0.08286846429109573	0.08496057987213135	0.3479158729314804	0.4756711274385452	0.5061895400285721	0.023425661027431488	0.02147539798170328	0.020140661392360926	0.01929605519399047	0.01768934354186058	0.01717632031068206	0.016934082377701998	0.014706057962030172	0.014266845304518938	0.014059872832149267	0.1364368423819542	1.5892105102539062	10.258997440338135	0.004088523564860225	227.4998550415039	0.032318420708179474	1.4372866749763489	0.006603421876206994	0.006984422216191888	0.007760000182315707	0.008209579158574343	0.00837700068950653	0.008039474487304688	0.007567685795947909	0.0026053166948258877	0.0023106320877559483	0.002235000894870609	0.548289492726326
TSC267	0.5472897887229919	0.19734172523021698	0.0007200026593636721	0.007636904600076377	0.0312737412750721	0.010307952063158154		1.4272208213806152	0.018000001087784767		0.0018744778353720903	0.0861843079328537	0.07355532050132751	0.060055311769247055	0.05339215137064457	0.05841587670147419	0.06388163194060326	0.06855268776416779	0.33352111279964447	0.44713689386844635	0.4750764071941376	0.005068819737061858	0.004066714318469167	0.003449082374572754	0.0030881610000506043	0.002469740458764136	0.002290399046614766	0.0022090846323408186	0.0015559251187369227	0.0014456616481766105	0.0013965831021778286	0.07512631639838219	4.745789527893066	6.714418649673462	0.00017405066319042817	139.05782318115234	0.029926315881311893	1.1083500981330872	0.0033236321760341525	0.00275805382989347	0.002910895738750696	0.002854263875633478	0.0021132639958523214	0.0017265796777792275	0.0015017901896499097	7.200045092758955e-05	0.00027279017376713455	0.00037605354737024754	5.2802629470825195
TSC268	0.6519674956798553	0.08602302893996239	0.0006628973933402449	0.011939538177102804	0.04890005849301815	0.016676388680934906		1.1360797882080078	0.018000001087784767		0.0022367152851074934	0.12109479308128357	0.09568164870142937	0.07471321895718575	0.06430794112384319	0.06382636353373528	0.06800269335508347	0.07210269570350647	0.33527109026908875	0.45008163154125214	0.47819745540618896	0.005413687089458108	0.004423556849360466	0.0038113188929855824	0.0034525046357885003	0.0028342149453237653	0.0026550034526735544	0.0025727670872583985	0.0019063188810832798	0.0017936888034455478	0.0017418453935533762	0.07913157716393471	2.9797369241714478	9.68620777130127	0.0009894721324599232	596.3050537109375	0.011834210250526667	1.6767026782035828	0.0012715271586785093	0.0014811588334850967	0.0019498959882184863	0.002562737441621721	0.002009158837608993	0.0016567379934713244	0.0015003165462985635	1.0526982805458829e-05	0.0003100535541307181	0.0003342111813253723	2.952368140220642
TSC270	0.45360569655895233	0.1676274910569191	0.0006565158255398273	0.009710588376037776	0.03319217078387737	0.012781620025634766		1.3577781915664673	0.018000001087784767		0.0028207929572090507	0.08716586232185364	0.07277112267911434	0.0590711273252964	0.05241582915186882	0.05787903442978859	0.06345006078481674	0.06819740682840347	0.33287641406059265	0.4457789957523346	0.473579004406929	0.006113292649388313	0.005011188797652721	0.004323424072936177	0.003916714107617736	0.0032086867140606046	0.003001187928020954	0.002906451467424631	0.0021286888513714075	0.001994608319364488	0.0019340836443006992	0.07406315580010414	1.6189472675323486	6.249891519546509	0.00022047150923754089	180.13147735595703	0.029673684388399124	0.9966947287321091	0.0053659481927752495	0.003963842988014221	0.003993737976998091	0.0038934742333367467	0.0028209484880790114	0.002332685166038573	0.0019771589431911707	0.000290000714812777	0.000558474741410464	0.0006090009555919096	1.838157832622528
TSC272	3.90120267868042	0.04692751541733742	0.0010807026410475373	0.11163163557648659	0.16030269116163254	0.3097289949655533		0.7990078628063202	0.018000001087784767		0.005485530011355877	0.5325053483247757	0.44967372715473175	0.34163956344127655	0.2799658328294754	0.1852026954293251	0.16635533422231674	0.15737899392843246	0.407794788479805	0.5933553278446198	0.6345894932746887	0.008341056993231177	0.007380136754363775	0.006770136766135693	0.006404082290828228	0.005752767203375697	0.005557109136134386	0.00546671450138092	0.004694083239883184	0.0045534244272857904	0.00448829319793731	0.3544631600379944	8.51631498336792	37.55168533325195	0.00011010311209247448	471.64195251464844	0.08003421127796173	1.5450736284255981	0.0012111057585570961	0.0014118430553935468	0.0014613165985792875	0.0016133692115545273	0.0017833166639320552	0.001740948180668056	0.001707421790342778	0.0008105270972009748	0.000819474458694458	0.0007800007879268378	8.20894718170166
TSC273	0.794020801782608	0.23258541524410248	0.0006599815969821066	0.01530006667599082	0.048105327412486076	0.018086891621351242		1.215359389781952	0.018000001087784767		0.0029373725410550833	0.11362374201416969	0.08748689293861389	0.06804215908050537	0.058786893263459206	0.06155796907842159	0.0663290023803711	0.0707026794552803	0.33368954062461853	0.4468342810869217	0.4746842682361603	0.006220004055649042	0.005124872550368309	0.0044414508156478405	0.004038292681798339	0.0033356602070853114	0.003130133613012731	0.003036057110875845	0.002263162052258849	0.0021307923598214984	0.0020698736188933253	0.08962104469537735	3.055789589881897	7.047628164291382	0.004994840739527717	522.1999053955078	0.02881579101085663	0.7748237550258636	0.0040337907848879695	0.0030353167094290257	0.0034884748747572303	0.0034927380038425326	0.002561737783253193	0.002104948158375919	0.001788053719792515	6.0527144341904204e-05	0.0003165273374179378	0.00042942186701111495	3.1576316356658936
TSC274	4.199527263641357	0.2665921002626419	0.0006634000164922327	0.01483426010236144	0.09250006452202797	0.020255308132618666		0.7615824043750763	0.018000001087784767		0.025016319006681442	0.20385532081127167	0.1445421725511551	0.10571585223078728	0.0869632288813591	0.07738164812326431	0.07885797321796417	0.08158164471387863	0.3395605981349945	0.45707109570503235	0.48572371900081635	0.029095266945660114	0.027023292146623135	0.025585790164768696	0.024666976183652878	0.022896583192050457	0.022324741818010807	0.02205395046621561	0.01952566346153617	0.01902000466361642	0.01878026593476534	0.39766838401556015	0.5040789395570755	3.65778648853302	0.0034051035763695836	875.5103607177734	0.030600001104176044	0.2808079272508621	0.009305000305175781	0.012100315187126398	0.015226949006319046	0.016676158644258976	0.01806926541030407	0.01763326395303011	0.016463895328342915	0.005788474343717098	0.004984948318451643	0.004752211272716522	-0.05986844003200531
TSC276	0.46139247715473175	0.09652724862098694	0.0006706973654218018	0.003684282419271767	0.023242179304361343	0.005576378433033824		1.4709685444831848	0.018000001087784767		0.003808689070865512	0.06803162954747677	0.060207970440387726	0.050507960841059685	0.04608427360653877	0.05548691749572754	0.06172638759016991	0.06671585515141487	0.33236055076122284	0.4450158327817917	0.4728131890296936	0.007250267546623945	0.006016188068315387	0.005233556032180786	0.004766582977026701	0.003941978211514652	0.0036969769280403852	0.0035843453370034695	0.002645530621521175	0.002480794326402247	0.00240526779089123	0.06918947026133537	0.2256578952074051	10.073050498962402	0.0004093660681974143	122.87361526489258	0.02072631474584341	1.6663657426834106	0.005602369550615549	0.005181684857234359	0.005293842870742083	0.005191106116399169	0.00359726429451257	0.0029825272504240274	0.002696158830076456	0.00030300109938252717	0.0004938956699334085	0.0005047377198934555	0.2821052670478821
TSC280	0.1821083351969719	0.16151420399546623	0.0006825000164099038	0.0014079746324568987	0.00650533870793879	0.003947446239180863		1.809769630432129	0.018000001087784767		0.00267131783766672	0.033010576851665974	0.03730271942913532	0.035152699798345566	0.03448956273496151	0.04958164133131504	0.057242147624492645	0.06285533681511879	0.3301316499710083	0.44108426570892334	0.4686000496149063	0.006016846979036927	0.004854479106143117	0.00412631849758327	0.003696713480167091	0.0029498739168047905	0.002730531501583755	0.0026318482123315334	0.0018180314800702035	0.0016801353776827455	0.00161737238522619	0.05344736576080322	0.6436842083930969	9.118891716003418	0.00034826091723516583	65.01566123962402	0.09067631140351295	1.1706263720989227	0.00947621138766408	0.00695263291709125	0.005956369452178478	0.005219053942710161	0.003162474953569472	0.0024727905401960015	0.0022019483731128275	0.0003744744280993473	0.0005108429759275168	0.0005635274137603119	-0.1214473657310009
TSC281	0.5832327306270599	0.0797688476741314	0.000764768454246223	0.0038500522496178746	0.026442164555191994	0.006315858801826835		1.3484811782836914	0.018000001087784767		0.003343556192703545	0.08066321909427643	0.07200007885694504	0.059686917811632156	0.053492164239287376	0.05865529365837574	0.06410529837012291	0.06873690336942673	0.3342816233634949	0.4488711357116699	0.4769684821367264	0.0066406624391674995	0.005505924811586738	0.0047910569701343775	0.004365266999229789	0.003618161892518401	0.003396845539100468	0.003295793430879712	0.0024532927200198174	0.002306056674569845	0.002238952904008329	0.07686841487884521	1.8018420934677124	12.019681453704834	0.0001967874777619727	136.9998550415039	0.04586315527558327	1.1688816547393799	0.0041499483631923795	0.003926579491235316	0.004103842424228787	0.004193158587440848	0.0031217903597280383	0.002616369165480137	0.0023519484093412757	0.00022842206089990214	0.000364948165952228	0.00037857997813262045	2.491315722465515
