TSC_NAME	CHL.chlor_a	FLH.nflh	KD.Kd_490	PAR.par	PIC.pic	POC.poc	RRS.Rrs_412	RRS.Rrs_443	RRS.Rrs_469	RRS.Rrs_488	RRS.Rrs_531	RRS.Rrs_547	RRS.Rrs_555	RRS.Rrs_645	RRS.Rrs_667	RRS.Rrs_678	SST.sst
TSC001	1.0008670687675476	0.11945993825793266	0.09402257576584816	43.73832130432129	0.0006199013441801071	169.30635833740234	0.0045402266550809145	0.004691548878327012	0.004956678254529834	0.004712291061878204	0.003284646198153496	0.00287754915188998	0.0026107426965609193	0.0003804200969170779	0.00033471055212430656	0.0003838716365862638	22.938627243041992
TSC003	0.14085469394922256	0.053967421874403954	0.033277420327067375	39.601226806640625	1.312636095462949e-05	43.735422134399414	0.007081323303282261	0.0063593878876417875	0.005863968515768647	0.004905774723738432	0.002093420480377972	0.0015723556862212718	0.0013535171165131032	0.00012648447591345757	0.00015151710977079347	0.00017145276069641113	25.076614379882812
TSC005	0.07883262261748314	0.05043032951653004	0.028064514510333538	39.45967483520508	1.819095314203878e-05	34.55794715881348	0.01014958182349801	0.008793613873422146	0.0076694844756275415	0.006130807800218463	0.0023335490841418505	0.001733871758915484	0.001476226607337594	0.0001372266560792923	0.0001727429116726853	0.00018867796461563557	26.029916763305664
TSC008	0.16802839934825897	0.062132908031344414	0.03103548474609852	24.07735252380371	1.2772097761626355e-05	43.67085838317871	0.005647129844874144	0.005275678122416139	0.005066485144197941	0.004266613628715277	0.0017584204906597733	0.0013023876817896962	0.0011393556487746537	1.4645858755102381e-05	8.012973194126971e-05	0.0001145493151852861	19.971450805664062
TSC013	0.3063848614692688	0.08006380498409271	0.04977419599890709	16.67380428314209	1.7256025330425473e-05	84.14826202392578	0.003277355805039406	0.003307742881588638	0.003533194772899151	0.0033058071276172996	0.0018445170135237277	0.0014428396243602037	0.0013040009653195739	4.290434912945784e-05	0.000146936385135632	0.0001850009211921133	16.498628616333008
TSC016	0.26510822772979736	0.07435508072376251	0.04639354534447193	19.366193771362305	1.9062670617131516e-05	77.09024047851562	0.003671258920803666	0.0038153562927618623	0.003948936588130891	0.0036238395841792226	0.0019119689241051674	0.0014940976398065686	0.0013152589672245085	4.4807310132455314e-05	0.00012980732208234258	0.00016619463713141158	18.65024185180664
TSC020	0.1247589960694313	0.07614146918058395	0.029361288994550705	19.867770195007324	1.2835908364650095e-05	39.02572059631348	0.007498871069401503	0.006667258916422725	0.006036420352756977	0.005042775301262736	0.001997355720959604	0.0014682910987176	0.0012665816466324031	4.7710635044495575e-05	0.00014177469347487204	0.00017906532593769953	20.23814582824707
TSC021	0.1823112964630127	0.06336814723908901	0.03204193711280823	32.83990287780762	1.0192033641942544e-05	48.60635185241699	0.005622452823445201	0.004951710579916835	0.004878871841356158	0.0042913558427244425	0.0017927750595845282	0.001337323512416333	0.001161161926575005	7.048477709759027e-05	0.00014142043073661625	0.00017012986791087314	24.738548278808594
TSC025	0.18602129817008972	0.0683132279664278	0.034841934219002724	36.92774200439453	1.0063090485346038e-05	52.45474624633789	0.005702130030840635	0.005171839380636811	0.005104742478579283	0.004520484711974859	0.001970129902474582	0.001489968621172011	0.001287387975025922	0.00010148471847060136	0.00016396889259340242	0.00019251723279012367	25.68112850189209
TSC027	0.2854180485010147	0.086813073605299	0.04733870178461075	36.57377052307129	1.1159888344991487e-05	79.20310974121094	0.003488355199806392	0.003622000338509679	0.0038444200763478875	0.0035876783076673746	0.0018841621349565685	0.0014781945501454175	0.0012957428116351366	0.00012590411643031985	0.0001893881126306951	0.00023319440515479073	26.668143272399902
