TSC_NAME	CHL.chlor_a	FLH.nflh	KD.Kd_490	PAR.par	PIC.pic	POC.poc	RRS.Rrs_412	RRS.Rrs_443	RRS.Rrs_469	RRS.Rrs_488	RRS.Rrs_531	RRS.Rrs_547	RRS.Rrs_555	RRS.Rrs_645	RRS.Rrs_667	RRS.Rrs_678	SST.sst
TSC001	0.368075892329216	0.07403407245874405	0.05395999923348427	43.80179977416992	0.00012539774252218194	88.8798828125	0.004733200650662184	0.004746800055727363	0.004835000727325678	0.004413001239299774	0.002485601231455803	0.0019916004966944456	0.0017514008795842528	0.00012240074283909053	0.00013260059131425805	0.00016640089597785845	22.870999336242676
TSC003	0.139701709151268	0.0522144790738821	0.03285999968647957	39.4263973236084	1.159757357527269e-05	43.25996208190918	0.007054600398987532	0.006357000675052404	0.005859000142663717	0.004903401480987668	0.0020762004423886538	0.0015566013753414154	0.0013440013281069696	0.00012580156544572674	0.00015200115740299225	0.00017140171985374764	25.270499229431152
TSC005	0.07780079543590546	0.04893348179757595	0.027979999780654907	39.746599197387695	1.7996877886616858e-05	34.3798828125	0.010203400626778603	0.008840000722557306	0.007702800910919905	0.006153200985863805	0.002335400553420186	0.0017354004085063934	0.001478800899349153	0.0001398012027493678	0.00017200149886775762	0.00018720142543315887	26.099998474121094
TSC008	0.16557983309030533	0.05816450156271458	0.03035999834537506	24.022196769714355	1.0798126368172234e-05	42.699951171875	0.0056506008841097355	0.005293600726872683	0.005087801022455096	0.004272800637409091	0.0017418012139387429	0.0012856006505899131	0.00112320069456473	7.200613254099153e-06	7.260069287440274e-05	0.00010560154987615533	19.97499942779541
TSC013	0.29667654633522034	0.07603149488568306	0.049400001764297485	16.439398765563965	1.0798126368172234e-05	83.5198745727539	0.003357000998221338	0.0033420007675886154	0.003558601369149983	0.003337400732561946	0.0018534012488089502	0.0014462005347013474	0.0013074010494165123	5.0400196414557286e-05	0.00015600100596202537	0.00019020103354705498	16.54399871826172
TSC016	0.2561110332608223	0.06697054207324982	0.0459199957549572	19.456398010253906	1.2998283182241721e-05	72.89985656738281	0.00391380162909627	0.004022601060569286	0.004101800499483943	0.0037342007271945477	0.0019518014159984887	0.0015240010106936097	0.001338200643658638	5.100108751321386e-05	0.00013260096602607518	0.00016380064334953204	18.80949878692627
TSC020	0.12547750398516655	0.08088505268096924	0.02961999922990799	19.88239860534668	1.2196600437164307e-05	39.39990234375	0.007557400967925787	0.006670200265944004	0.006039000814780593	0.00505800056271255	0.0020164005109108984	0.0014826011029072106	0.0012800011900253594	4.9601121645537205e-05	0.0001422006680513732	0.0001832008347264491	20.154998779296875
TSC021	0.17869062721729279	0.0637659803032875	0.031379999592900276	32.879398345947266	1.0398775430076057e-05	47.139793395996094	0.005743201123550534	0.005039601353928447	0.004948801128193736	0.0043384013697505	0.0017938006203621626	0.0013352010282687843	0.0011594005045481026	7.120109876268543e-05	0.00014200173609424382	0.00017040036618709564	24.73699951171875
TSC025	0.18756211549043655	0.06994550302624702	0.03514000028371811	37.05039596557617	9.998679161071777e-06	52.61992263793945	0.005683001130819321	0.005150200799107552	0.005082800984382629	0.0045030005276203156	0.001972600817680359	0.0014926004805602133	0.001290600746870041	0.00010180100798606873	0.00016440078616142273	0.00019300133135402575	25.746999740600586
TSC027	0.29442068934440613	0.08649499341845512	0.048660000786185265	36.68920135498047	9.998679161071777e-06	81.65995788574219	0.0034268005983904004	0.0035636008251458406	0.003802400780841708	0.0035684003960341215	0.0019072014838457108	0.0015010010683909059	0.0013218011590652168	0.00012860074639320374	0.00019240081746829674	0.0002376005068072118	26.672500610351562
