Samples	alle	rpfi	exsg	ma20_13200	aglg	yacd	ugpa1	htaa	rgpf	kpss	lacz1	lys	phor	pset	ma20_24385	ykud1	kine	suga	mnhb	arcb_1	pled	tetd	ma20_19630	yugf	diviva	bphd_1	apl5	xynd	argh2	yeej	bara	lppb	cpdb	xync_2	acoc	capm	asga	tcry	tmk	bgal7	dlts	amsj	fbl	dmsc	cwlk_2	murc	ma20_42300	sufr	ma20_23920	phet	shprh	surf1	gtsc	fcbc	wcak	aire	rimk	prune	isaa	ugpa_1	iolb2	sigk	cops	wecg	cely	purd	inha	ialb	amic	cuts	yurm7	gspa	ma20_22480	ugpa5	rcsc3	asgd	ydjm	smarcal1	rpl15	seps	chd6	atl	smes	rpfh	lacf	ppsb	blh	act1	ycfz	erfk	hcsb	arls_1	cmra	wcba	mend	hsss	cebg	ykwd	lytr2	ma20_21120	ngcg	psr	etr2	purc	ugpe3	chd9	tola	pdhs	sigb	murf	smog	ma20_15195	ohpc	yhec	chd1l	mvak2	spr7	yesq	fccb	phor2	vp1916	azor	envz_1	rstb	gnl	tupc	seta	nlpc	menh	brnf	enha_2	z012_03815	lytr	chod	sigf	ma20_16685	rffm	fgrl	rad54b	nlpd_2	cdia	hsd17b12	lipg	hpaa	ma20_29105	pksr	divl	yfbb	pacb	ragb	vies	ma20_38155	fn0914	mprb	gfds	xk27_08875	hpk2	lacf5	ylba	guml	phor7	ap3d1	bga_1	gbdr	srrb	ma20_03860	whig	sca1	csts1	ftrc	glpp	vva0031	neub	yvhj	cmoa	thip	yojm_2	pcac	msmg	ybbo	yfhk	saes	plsb	stc2	och1	msrr	ep400	gsto1	irk	arsp	rafa	chis	ma20_07860	dors	mgll	gcst	zranb3	azor2	cp_1020	enha_1	rdh54	atp12	crec	devs	mur1	cusod2	rhar	xynz	ppx1	amyc1	ap4e1	cpof	lytg	qsec_1	taga1	mngb	ylxr	bgaa	exov	bgal10	ptli	csga	bga1	jbp2	yisy	ompb	rad54l	hsad	mtor	yedv	ephd	cebf	bgac2	coss	arls	phea	pcbd	estx	glb1l	pepi	fpap	phbb	divj	ercc6l2	iswi	epb41l4b	luxq	chd1	spoiiiaa	phea2	tara	malc	rets	rhla	cpha2	pria	yned	snf2	tpx1	ma20_22765	ma20_06300	vans	sleb	ykud	sle1	argx	act2	ma20_06595	pfaa	mptn	prrb	ap2a2	dlte	bxlb	amib	cyac	ma20_44790	ma20_06590	phag	gacs	yqhh	nane	pdtas	chey	rhas3	bfea	covs	kdpd	iolcb	rad3a	nup145	yurm9	ma20_25100	evgs	lacc	yqjq	enha_3	lpxo	rpl32e	gumh	ycjp_4	fcbc2	rhp26	sasa	aroa	yvam	dotc	ma20_14025	rpfe	rimklb	stc	chd4	phy1	fkbm	erf1	eaeh	gntr	scpa	enoph1	narx	hepk	rimk_1	lysm	folk	ma20_07410	rsmj	rpfa	sdh	modc	z012_03010	bga2	amid2	ppac	iap75	cops6	gtsb	ma20_25925	yhed	sugd	radb	gtsa	ma20_23360	ynea	lipj	pldb	azor1	dhma	yoqh	mmos	aglf	chd7	envz	wgad	mtnd	walk	ftra	ap1g1	bxlc	malf	wtpc	bgal8	chd5	ycjp_3	adpa	rgpfc	olsc	afsq2	gsha	ma20_41515	dcsg	uspa	yfic	wcbp	ma20_13195	gumm	asphd2	pepip	tctd	togm	helz	rtxa2_1	sod1	invb	yfif5	arac	lacf1	phoq	atmc2	prpa	cwls	cqss	ydjh	spoiid	mtlg	fhab	ysma	fabg	yfkn	ebps	malk	prxiif	hrp3	bga	bvgs	lysx_1	wcmj	ynep	sth1	mhpc	azlc	ma20_44780	rad54l2	chic	cpxa_1	ydhd	tagh	pepl	mscs	cpo	ma20_28870	chd2	rad3b	rada	deor2	ma20_03550	qsec	mltd2	rssa	dnax	pstb	nfo	rlpa	bcho	ydho1	lip2	exea	yraq	csab	prx5	glps	yoch_1	pla	ycgq	ma20_23405	pchr	lacz	yurn3	rese2	yhec7	hemd	petc2	tada	bira	phaf	enha_4	ma20_25205	elrf	ycjo	acra	regb	hydd	adi1	anmk	cdhr	rnc	xk27_00500	sige	asph	mepm_1	ma20_21090	ywtf_2	akap17a	wcbo	lacf3	ynbc	gspe	ycbb	lpps	tebc	csd1	araq	uvse	rpfc	copz	taga	rkpj	gshb	coq9	pha2	vdlc	ma20_04760	lytf	ugpe	prxiic	arcb	lprq	ugpa3	ygcg	etr1	ino80	dpra	dehh1_2	lysx	hmcb	msmf	ygca	yidc	ma20_44785	wag31	rsbq	ybgc	sqrdl	ywpd	smarca4	nagk	aorr	phor_2	yfjr	acor	epsl	usha	sigh	ybff	rps3	hit2	ma20_20905	egl	ma20_22095	trag	iap	ma20_06090	sfuc	riss	sodc2	coff	bdpg	cpha1	vy92_02980	estc	ctf1	flia	swr1	ephf	fixl	z012_00995	catd	c17orf64	argr	ycjp	cdhb	gpsb	ycjp_1	lysa2	hsdl1	sodc	cheb	helz2	ma20_13025	tagu	lytn	mepa	yoch_2	fabg3	pils	ssra	ngce	cpha	pota	plec	phor5	yqfz	acxr	pdca	bvgs2	ciah	cpsa	bioc	them7	sll1424	pcad	yige	ftrb	phai	pota2	sfub	tcte	vy92_01920	yesp	bass	sigi	nuch	metw	pip	sigg	amyd	lafs	lyc2	sced	wcog	shy1	lacf_3	lpxo1	ma20_14020	xlyb	lyte	mcyd	smof	mora	gspk	sags	trpc	rese4	cika	ydjp	thuf	ydhk	smarca5	zmp2	dlte3	tors	ma20_23075	lip	rsbu	laca	neud	ma20_22735	hells	ma20_43635	ma20_37640	ycgs	bpoa	hpx	yjcf	spak	bara_3	yoch	xlya	xk27_05435	ma20_01915	ybac	phes	ycfs	iv02_22745	ercc6	sod3	ymfi	ntab	rny	pilf	gpsk	rcsc	chvg	iolb	togn	rapa	ma20_03545	snf	pure	ycf45	yaah	utr4	ugpa	xylr	murq	sugb	kpsc	tesc	ma20_36175	thug	prune2	agmh	sigd	rata	thiq	yqgt	ygaz	pear	hltf	ma20_19790	arls_2	gshf	safa	gras	prma	rhif	mmsr	lets	phaj1	mltd	amyc	z012_08980	prtb	glb1	lplc1	spr	ahp1	yurm1	yjau	prpa1	yusz	tago	pksm3	man2c1	csss	yaah_2	cuss	bgly	smta	rprx	suga_2	mhpc_2	tyr1	ma20_16325	rese1	hsd17b3	prdx5	scpb	tupa	sacc2	ngcf	maoc2	bgac	yclk	gba2	pmpa	pgta	soxf	ybis	epha	srcap	dasc	pbg	sod	acma	mtnk	nlpd	wgae	padd	vp1770	rese	ycbk	phab	msmr9	ma20_15690	ama2	yqjb	moda	pfes	tcdb	yju3	luxq_4	yurm5	mtnc	bgab	spovid	lysx_2	yabb	sodcp	lcdh	rpl21	frcr	arap	ma20_41600	sils	ap2a1	atpaf2	ams1	paai	todf	phf21a	yeam	snf21	dasb	ytpa	ma20_07280	surf	cpxa	cp_0155	bara_1	cwlk	rhas	ywtf	dgok	uglyah	ssr2	wapa	rad5	vv0135	rnr	azor3	ma20_21410	vick	ercc6l	bioh	glxa	ma20_08165	mnn10	baes	cp_1034	lcdh_1	bpoc	flia1	atrx	ynee	ma20_20555	pa1766	isw2	rutd	zapa	pepb1	phaz	csh1	hepa	yojm_1	cols	chr38	andr	ywqa	zmp3	ma20_36070	irc5	ispd	ma20_18720	acpd	sadh	soxs	yccf	brpa	divk	ugpc	maoc3	ma20_03695	czcs	rad54	ylxrq	pie1	malg	rplu	yurn	yurm	ycjp_2	vva1112	maoc1	ugpa7	azor4	xynr	rese7	luxn	hit1	smarca1	lacg	bvgs1	araq5	mtlf	iolb1	chd3
S01_Z00	165.07768	0.0	0.0	0.0	239.42446	0.0	0.0	60.56803	13.8387	134.6629	0.0	1079.3599800000002	3008.15963	53.6097	0.0	4.70917	14.3902	0.0	76.75765	0.0	94.33002	0.0	0.0	0.0	23.46583	0.0	0.0	0.0	81.4838	33.7037	51.09732	0.0	57.8003	110.1948	429.00963	2147.316049999999	0.0	0.0	3723.6272900000017	0.0	0.0	0.0	5.62114	417.54376	0.0	4778.849250000003	2463.3347200000003	99.986	748.3503899999998	4206.365900000002	12.4016	1206.2111100000002	8.44449	255.88427	0.0	0.0	3254.19956	2.78758	21.00913	23.9328	463.13908	74.44830000000002	0.0	43.1255	0.0	5760.763270000002	0.0	0.0	1491.21906	0.0	0.0	275.5075700000001	35.56417	0.0	0.0	0.0	17.5846	15.14603	1031.98684	0.0	0.0	19.2905	0.0	0.0	18.49836	0.0	1674.16333	16.75714	0.0	27.25796	0.0	0.0	65.7074	0.0	1073.45917	0.0	0.0	79.4534	0.0	0.0	7.3219	266.5055	0.0	4821.446419999998	0.0	0.0	1896.6522700000005	0.0	21.7026	4587.799189999999	125.85711	0.0	0.0	0.0	0.0	20.49581	0.0	0.0	10.7097	5.83111	0.0	464.6518899999999	0.0	39.99786	339.69931	0.0	0.0	179.85975	156.83918	0.0	0.0	0.0	415.5582	0.0	24.2719	84.04205999999999	56.0831	0.0	150.0061	0.0	0.0	0.0	67.15113	0.0	0.0	0.0	114.17449	357.38384	38.00534	0.0	0.0	162.2422	0.0	9.23379	0.0	0.0	0.0	0.0	28.43829	0.0	0.0	11.7351	0.0	54.8261	98.53862	122.27	0.0	18.99665	0.0	132.86878000000002	41.7807	77.5948	488.62304000000006	300.18850000000003	390.66548	1280.32929	0.0	210.06779	0.0	5.6274	0.0	0.0	490.44126	0.0	31.9937	0.0	0.0	305.38984000000005	26.56893	0.0	573.93516	0.0	4.55263	3.72194	9.40492	217.08073	12.79867	0.0	0.0	0.0	0.0	0.0	106.77724	50.65	0.0	0.0	18.0727	222.466	0.0	0.0	27.32742	0.0	1378.41179	0.0	0.0	8.43369	6.37565	7.22624	0.0	0.0	105.5029	2017.25539	0.0	0.0	2.74818	0.0	29.3461	0.0	0.0	0.0	45.4196	0.0	0.0	0.0	0.0	5552.075850000001	1309.45884	0.0	0.0	0.0	108.60319	345.17040999999995	0.0	0.0	0.0	0.0	0.0	0.0	13.4184	0.0	0.0	0.0	0.0	0.0	5.31595	5278.44317	0.0	6.4484	8.48	0.0	0.0	0.0	1565.35522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75817	0.0	0.0	173.78276999999997	0.0	248.82719	40.28719	10.4519	20.8603	0.0	273.95988	324.24456999999995	0.0	0.0	4.38703	10.3511	34.09692	30.8362	0.0	4.4652	0.0	0.0	0.0	69.1626	43.67355	0.0	0.0	654.0758999999999	15.3945	0.0	0.0	0.0	411.45670999999993	5090.148139999997	0.0	0.0	15.8475	0.0	0.0	1312.38314	0.0	0.0	70.6801	0.0	0.0	1024.9881999999998	3374.96861	0.0	0.0	0.0	0.0	2413.3280199999995	4859.632559999997	0.0	1381.66871	0.0	417.8479800000001	1044.11268	44.64986	0.0	66.3566	589.5664300000001	276.1021	0.0	0.0	0.0	0.0	0.0	0.0	75.8269	140.02637	0.0	0.0	595.72676	0.0	1089.3804799999998	0.0	0.0	202.2941	12.0408	1748.2519499999996	9.52822	102.9643	0.0	4.54201	0.0	0.0	4.72777	14.17726	9.82156	80.519	0.0	0.0	0.0	108.51405	0.0	2295.19318	0.0	59.00115	359.31382	933.45844	34.32619	0.0	0.0	0.0	8.53604	544.93712	0.0	53.206300000000006	0.0	70.17948000000001	25.2351	0.0	0.0	0.0	46.947280000000006	0.0	19.88226	23.58978	4.19444	1331.3298799999998	242.4586	0.0	47.419	0.0	4966.580460000001	4.72952	0.0	439.34599	0.0	5.25564	21.0702	0.0	0.0	0.0	158.29056000000003	0.0	206.46766	1969.0942700000005	658.9707000000001	0.0	0.0	0.0	42.08611	62.84096	0.0	1161.42647	326.48466	0.0	0.0	401.349	3177.9335899999983	188.6902	0.0	0.0	74.49156	166.30612	5898.052480000003	1105.5093600000005	395.01598	983.5216900000004	416.0814	0.0	0.0	14.22007	0.0	0.0	93.12868	273.79831	0.0	16.7804	0.0	212.88529	0.0	60.38387	0.0	0.0	0.0	5205.2966000000015	0.0	4955.060930000001	4904.382130000002	10.4519	0.0	0.0	0.0	11.2949	22.23056	1554.2520899999995	0.0	3.89098	4503.610049999999	0.0	5305.082819999999	0.0	445.48076	635.68328	1350.6521	445.01656	0.0	0.0	0.0	0.0	55.1984	1297.98684	166.40785	10.3803	0.0	0.0	0.0	917.4427600000002	20.1512	279.72426	91.25453	0.0	2363.0701300000005	712.6970199999998	41.69755	1372.7315099999998	0.0	0.0	838.6748499999999	0.0	262.24774	0.0	0.0	0.0	43.3559	0.0	1754.03173	0.0	0.0	0.0	0.0	10.5643	4456.951409999999	31.373	65.84992	0.0	3825.63102	63.23638	0.0	12.48319	227.21566	0.0	0.0	41.45561	51.705	30.78762	1318.2872499999996	219.58822000000004	1205.6391499999995	1672.4862800000003	0.0	250.23779	0.0	1491.23612	13.87891	15.0851	0.0	53.595	0.0	12.4175	0.0	0.0	0.0	130.79703	260.89024	165.47814000000002	447.51861	0.0	0.0	0.0	0.0	39.40625	0.0	472.22383	637.3534599999999	0.0	0.0	0.0	0.0	0.0	1167.77165	291.19757	13.276	0.0	0.0	0.0	571.7722	0.0	27.22201	85.5795	0.0	0.0	35.33688	2173.02635	9.41194	0.0	0.0	0.0	0.0	0.0	0.0	18.831	1770.1889200000005	0.0	88.5367	358.46546000000006	0.0	81.23678000000001	0.0	0.0	1719.93135	11.6812	0.0	0.0	0.0	0.0	11.20116	2575.421979999999	1774.05688	231.39379	8.9844	0.0	0.0	0.0	151.98374000000004	304.45398	0.0	0.0	0.0	0.0	28.31772	0.0	155.72127	0.0	201.0272	9.95265	3875.908469999999	0.0	0.0	0.0	0.0	0.0	43.5096	0.0	0.0	4.81148	0.0	27.54016	628.57706	7.41626	18.90215	0.0	0.0	24.66948	454.16352	0.0	0.0	0.0	231.3061	0.0	0.0	0.0	0.0	10.4968	0.0	0.0	4934.887212999999	6.88703	0.0	11.5114	0.0	14.947	651.35574	1012.57102	172.12811000000002	0.0	34.8437	2259.850909999999	91.62	0.0	53.24199	0.0	30.81399	4925.086020000005	279.20593	0.0	0.0	721.2317199999999	673.8549500000001	1808.5647400000005	0.0	33.08721	0.0	440.3542399999999	0.0	97.24750000000002	20.1706	0.0	541.89151	401.3356399999999	35.1578	0.0	0.0	11.09712	485.74721	0.0	0.0	64.4606	0.0	2550.7869600000004	66.6745	0.0	63.7532	0.0	1494.6201500000004	0.0	0.0	0.0	12.9506	0.0	62.748720000000006	44.74275	0.0	0.0	0.0	0.0	244.04705	0.0	0.0	0.0	0.0	0.0	90.8496	657.87287	917.65456	4.87595	0.0	0.0	0.0	0.0	0.0	22.63234	3415.517010000001	462.8745299999999	0.0	0.0	0.0	0.0	16.7912	7.86606	1443.8388000000002	0.0	265.4137	0.0	69.93084000000002	4.0794	0.0	7.10918	50.6147	24.09459	191.10168	838.77625	0.0	0.0	0.0	333.23935000000006	27.75937	0.0	0.0	190.8832	0.0	0.0	552.9103700000001	0.0	9.22396	26.08883	0.0	0.0	81.4145	307.76590000000004	0.0	0.0	130.42916	228.92254	1586.9735600000004	296.41009	215.71662	4.25997	0.0	0.0	0.0	0.0	269.546	313.93017999999995	325.3112	0.0	0.0	0.0	0.0	138.88851	0.0	798.87803	22.98465	0.0	0.0	33.9271	169.6028	0.0	218.63778	0.0	4.25679	125.40711	43.55063	0.0	4415.767269999999	0.0	1659.16045	791.98851	6.31981	109.39872	77.8645	0.0	13.4047	0.0	0.0	5.64133	0.0	0.0	0.0	0.0	0.0	56.9638	0.0	12.13199	2766.47742	254.7515	523.4827799999999	5.93245	107.4063	11.8208	0.0	0.0	24.9311	31.5415	0.0	805.36431	9.26685	1145.1664099999998	0.0	0.0	0.0	450.17101	90.33656	5.05647	0.0	172.44152000000005	0.0	0.0	0.0	190.40736	0.0	184.43037	163.16759000000002	7720.376290000001	0.0	0.0	0.0	51.04221	0.0	0.0	0.0	0.0	0.0	0.0	246.04407000000003	0.0	94.0124	20.1512	0.0	181.7399	104.97189	0.0
S02_Z00	70.66650000000001	0.0	0.0	0.0	170.4391	0.0	0.0	69.9718	19.19884	130.78140000000002	0.0	778.0883799999999	2679.7161800000003	80.4437	0.0	0.0	23.88399	0.0	116.42371	0.0	122.25171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.55068	19.0805	37.9576	0.0	25.4789	19.51286	671.22905	2438.088189999999	0.0	0.0	4161.648290000001	0.0	0.0	0.0	0.0	467.4815000000001	0.0	4960.61658	2620.528500000001	97.05506	496.93191999999993	4621.088550000002	26.49779	1113.5345799999996	0.0	366.17885	2.55932	0.0	3851.35706	0.0	12.6007	18.8056	374.95613	57.86955	0.0	0.0	0.0	5002.627750000001	9.25921	22.17501	1685.2279300000007	0.0	0.0	301.21737	76.4968	0.0	0.0	0.0	0.0	0.0	507.8359799999999	0.0	16.2284	34.8937	0.0	0.0	239.78611	0.0	1846.65914	64.16491	0.0	18.70874	0.0	0.0	23.6415	0.0	1045.9499000000003	0.0	0.0	166.3934	0.0	0.0	0.0	269.6052	0.0	5560.855929999999	0.0	0.0	2519.33249	0.0	31.014380000000003	5184.54351	288.12599	0.0	0.0	0.0	5.39166	12.2393	0.0	0.0	0.0	0.0	0.0	1334.6762300000005	0.0	17.347830000000002	712.4794899999997	21.12422	0.0	157.5711	173.95350000000005	0.0	0.0	0.0	373.7675	10.1006	77.24562999999999	88.61752	257.4605	0.0	133.88007	31.1871	0.0	0.0	97.7095	0.0	0.0	0.0	48.30030000000001	173.2006	59.857690000000005	81.5436	0.0	125.99866	0.0	0.0	0.0	0.0	0.0	0.0	69.86101	5.96599	0.0	0.0	0.0	37.3532	59.36395	215.20733	0.0	12.38523	0.0	127.20907	0.0	24.2681	768.1474000000003	533.7829	595.8831100000001	896.13289	0.0	190.76863	0.0	0.0	0.0	0.0	189.65374	0.0	18.60037	0.0	0.0	242.62741	46.90006	0.0	518.8804000000001	0.0	45.51533	15.1115	0.0	80.5085	17.87018	0.0	0.0	3.83601	0.0	0.0	75.40720999999999	51.12365	0.0	0.0	48.2905	196.39166	7.84045	0.0	12.6165	0.0	1539.1848799999998	0.0	0.0	19.8627	3.76744	0.0	0.0	9.31289	68.30979	1995.177139999999	46.0643	68.51113	0.0	0.0	17.93819	0.0	0.0	0.0	23.0483	0.0	0.0	0.0	0.0	5686.321240000006	1348.4780099999998	0.0	0.0	0.0	97.14542	392.36891	8.06423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.5827	0.0	0.0	0.0	6533.540490000001	10.1353	0.0	0.0	0.0	0.0	0.0	2700.68782	0.0	0.0	0.0	0.0	43.60674	33.3368	0.0	0.0	4.07607	0.0	0.0	195.81176	0.0	481.2746800000001	39.8564	0.0	21.5086	9.37202	564.2987	173.37056	5.53353	0.0	0.0	0.0	54.0186	46.9392	0.0	0.0	0.0	0.0	3.79099	59.0402	25.8759	0.0	0.0	389.39192	19.2596	0.0	18.6105	0.0	447.3167	4667.78638	0.0	0.0	30.2915	0.0	0.0	1345.5427100000002	0.0	0.0	46.15884	0.0	29.98403	483.9631600000001	4471.06117	0.0	0.0	0.0	0.0	2040.34211	5398.067579999997	0.0	1148.58449	0.0	561.3833599999999	632.08988	44.50288	0.0	21.0871	476.50383	87.09762	11.81217	0.0	6.94791	0.0	0.0	0.0	79.1015	173.78608	0.0	0.0	523.42662	0.0	1062.36613	0.0	4.692191	127.03885	15.4692	1886.30633	22.93217	208.9272	0.0	6.71759	0.0	0.0	0.0	10.16238	14.6728	0.0	0.0	0.0	0.0	144.275	0.0	3373.6127599999995	0.0	58.5726	286.48894000000007	908.62989	6.85992	0.0	4.05942	0.0	7.77595	415.83103	0.0	73.8074	0.0	163.56618000000003	0.0	0.0	0.0	0.0	0.0	0.0	85.3481	30.4229	0.0	1723.5653699999998	336.19782	11.3472	75.66981	12.03721	4988.09585	2.68992	0.0	221.98185	0.0	0.0	0.0	22.981	0.0	0.0	234.79834	0.0	201.2107	1414.19773	363.1346400000001	0.0	0.0	0.0	67.0066	20.65877	0.0	1328.05175	245.22125	0.0	0.0	101.548	2923.064919999999	69.40172	0.0	0.0	111.63291999999998	156.68445	7191.537080000002	1003.76971	917.77929	1338.4950900000006	224.80756	0.0	0.0	0.0	0.0	0.0	249.71527	364.50827	0.0	19.0407	0.0	270.75611000000004	6.55326	99.0691	0.0	0.0	0.0	5881.493370000002	0.0	5795.305539999999	5288.129529999999	23.3126	0.0	0.0	7.88579	11.9207	91.34828999999998	1863.46541	0.0	0.0	4882.146110000002	0.0	7343.489029999999	0.0	387.48569	867.1216599999999	1496.1435499999995	318.4526	0.0	0.0	0.0	0.0	0.0	1007.2175900000002	126.933	5.55747	0.0	0.0	0.0	2396.862490000001	18.7124	367.53634	81.36460000000001	0.0	3193.451110000001	697.44071	0.0	1255.5360099999996	0.0	0.0	704.5592899999998	0.0	213.19859	0.0	0.0	0.0	49.9418	6.40738	1504.77932	0.0	22.44898	0.0	0.0	0.0	4969.559119000001	45.0052	56.09153	10.17539	4792.35713	91.94755	8.93526	4.06716	220.70206	0.0	0.0	6.2212	30.4038	121.83457	1402.50765	249.64248000000003	931.6332099999998	903.3261	12.5632	235.55902	0.0	2211.8314499999988	0.0	16.1559	0.0	124.3925	0.0	0.0	0.0	0.0	0.0	383.8863099999999	694.11432	63.60112000000001	645.35945	0.0	0.0	27.07354	0.0	13.8186	0.0	633.4575500000001	948.68301	3.29501	0.0	0.0	0.0	0.0	1426.8072700000002	187.06597	20.380930000000003	0.0	0.0	0.0	255.40227	0.0	28.44618	65.82429	0.0	0.0	88.15813999999999	2711.9889500000004	0.0	0.0	0.0	0.0	0.0	0.0	51.7741	16.1408	1440.2510099999995	14.8535	106.899	330.19011	0.0	105.42229	0.0	0.0	2373.4758400000005	5.56975	0.0	0.0	0.0	0.0	15.6546	3131.540150000001	1789.36326	131.11048	6.97395	0.0	9.65766	0.0	173.2186	296.04483	0.0	0.0	30.2915	0.0	21.67777	0.0	159.2141	0.0	34.91474	0.0	4566.108919999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.6222	0.0	0.0	18.3165	943.0694399999998	0.0	25.65445	0.0	0.0	9.64414	556.45962	0.0	0.0	0.0	380.30186	0.0	0.0	11.527	0.0	15.5026	0.0	0.0	4884.573469999998	0.0	0.0	7.40196	0.0	30.0664	500.72957	705.06047	144.63585	0.0	0.0	1540.9645599999997	131.4006	0.0	65.43039999999999	0.0	98.21185	4871.234300000003	236.37133000000003	0.0	0.0	629.6476500000001	644.1101600000002	1929.11359	0.0	107.44146	0.0	868.7066199999998	0.0	15.6175	0.0	22.17147	540.89597	362.85774	39.5721	0.0	0.0	25.15483	377.82353	0.0	0.0	80.9876	0.0	2094.90477	30.6737	0.0	57.9468	0.0	1317.5925199999997	0.0	0.0	0.0	0.0	0.0	78.0575	37.5527	0.0	0.0	0.0	0.0	172.38109	7.43812	0.0	11.4051	0.0	0.0	47.14379	447.50437000000016	1344.8899699999995	0.0	37.91351	0.0	0.0	0.0	0.0	12.87969	4169.25644	535.42398	0.0	0.0	0.0	15.8299	25.62935	0.0	1349.49207	0.0	233.57494000000003	0.0	61.8256	0.0	0.0	24.62751	61.15279	49.5714	343.43321	791.5457999999999	0.0	0.0	0.0	242.24777	70.9468	10.6998	0.0	129.60246	0.0	0.0	419.71578	0.0	13.71969	36.89677	0.0	0.0	178.21869	247.29206	0.0	0.0	74.7344	223.44739	1565.9160700000002	343.94806	160.4983	12.3217	0.0	0.0	0.0	0.0	346.867	335.76299	486.1176	0.0	0.0	0.0	0.0	169.34654	0.0	1072.81508	8.85585	0.0	0.0	61.07063	125.1116	0.0	255.09785	11.6756	0.0	82.28659999999999	37.65126	0.0	3540.6934	6.58903	1619.88617	854.71096	0.0	177.23285	187.1973	0.0	21.46125	19.29655	0.0	0.0	0.0	0.0	0.0	4.83284	0.0	27.9891	0.0	19.25005	2981.2583900000004	87.40090000000001	301.72285	32.15602	186.44757	26.165	0.0	0.0	49.358	27.4032	0.0	909.58749	0.0	1793.6719400000004	0.0	4.91148	0.0	649.8012200000002	61.91091	0.0	5.94286	178.38552	0.0	0.0	0.0	191.5739	0.0	160.27965	66.73328000000001	8766.527080000002	0.0	0.0	0.0	93.1641	0.0	0.0	0.0	0.0	0.0	0.0	219.92769	0.0	152.93185	0.0	0.0	273.5049	388.1068	0.0
