Samples	acr3	amt1	amtb	arsr	cara	carb	chra	cira	cyns	dada	dpsa	expd	fepb	fepc	foca	fur	futa	gap1	gdha	glna	glnb	glsf	isib	moaa	moab	moac	moad	moae	moba	moea	nadb	napa	narb	nira	ntca	phnd	phoa	phob	phoe	phor	phox	ppa	ppk	ppx	psta	pstb	pstc	psts	ptra	spea	speb	sqdb	thio	tolq	tonb	urea	ureb	urec	ured	uree	uref	ureg	urta
S10_Z05	99.46346	0.0	2402.9048	535.7859	6147.586329999996	3890.1916699999992	52.03411	23.7174	166.68272000000002	2856.4618399999995	0.0	0.0	0.0	12.123	8.17693	6167.915739999997	4.5568	20.0402	2682.2096400000014	3875.00447	1906.0807800000007	57.1361	111.46864	4248.985159999998	2141.8330100000003	4451.424590000001	3434.23978	3093.453829999998	4500.754240000001	3667.064910000002	1695.9954099999993	130.90763	48.0425	39.76416	10.1606	270.56801	436.36435	846.8656000000001	0.0	1699.6008100000004	193.87	751.4447130000002	694.48063	1366.1717499999995	271.99277	456.6971899999999	436.27142	552.90167	185.65232	178.04045000000002	2313.5342500000006	81.96643999999999	519.8023100000001	2442.767839999999	489.9411100000001	445.48544000000015	607.44915	539.19235	1801.9942399999995	429.60594	901.87388	2100.67441	243.46741
S11_Z01	119.22708	163.219	3212.185	340.41055	6907.2769100000005	4915.819539999998	166.21554000000003	0.0	452.16214	2550.29115	0.0	0.0	0.0	3.01	14.0659	7694.81909	7.81872	214.19213	2036.36878	4304.52302	2836.72672	0.0	264.26201000000003	3407.035299999999	3135.052490000001	3669.5305400000016	3770.305710000001	3147.408529999999	4488.449039999999	3443.412960000001	1921.40133	47.52416	173.47704	299.68137	214.14335000000003	434.5004899999999	856.33776	1104.3016	0.0	2072.1775	78.84901	1168.7123000000004	1232.5361700000003	1840.9879400000004	580.9286199999999	829.6004899999999	490.3506799999999	909.2245400000002	160.77318000000002	350.73248	1640.2606799999996	149.19212	654.6093200000001	2639.767229999999	575.25697	615.3972000000001	777.57977	414.9325	1485.27969	400.2811399999999	472.3422999999999	1591.00882	268.63864
S11_Z03	45.50302	35.9925	2014.3023099999991	308.34664	5577.870449999999	3912.518270000001	147.87542000000002	6.49336	159.85918	2781.717360000001	0.0	0.0	0.0	0.0	28.32995	6397.928880000002	7.78955	300.42565	1976.2520100000004	4055.7948	2277.214969999998	36.3323	213.40057	3858.9996	2393.3108899999997	4151.42614	3524.0744900000004	3305.69847	4160.04862	3885.54702	1574.6474800000003	502.36956	151.62079999999995	88.24969999999999	66.34092	328.31825000000003	521.32685	660.3684199999999	0.0	1365.0293499999996	120.53838	860.29966	708.4522200000001	970.11776	277.82613999999995	456.73805	422.9099900000001	440.74246	197.50112	212.43052	1884.69192	72.52629999999999	404.83013000000005	2343.7592799999998	313.84581	678.80085	602.42885	574.74774	1999.8280500000003	559.68454	1361.7626099999998	1663.7461699999997	198.15854
S11_Z05	84.78952	0.0	3036.9295799999995	771.14655	8184.462429999997	6136.221190000004	162.85702999999995	0.0	188.36533	4437.277810000005	0.0	0.0	0.0	26.6702	34.90816	8791.648699999998	13.98291	77.60492	3151.42026	6119.315436000003	3086.956399999999	0.0	12.5534	6793.710365999999	3791.0463	6886.049179999997	5066.710219999997	4887.636430000001	6337.843799999998	5334.606610000001	2393.459970000001	229.56677	138.29827	10.4705	0.0	438.50936	608.36089	1033.2591799999998	0.0	1994.40385	337.31859000000003	1391.0723199999998	980.7533	1381.77679	457.0457199999999	468.65713	550.62699	726.21723	429.0558	288.69226	3211.195320000001	51.28539	762.53841	3247.749110000001	767.5325899999999	1606.7783300000003	1007.7859500000002	1038.21606	2370.64082	1076.13579	2333.8115399999992	2986.9304799999986	331.97787
S12_Z03	10.4474	10.2208	2946.914770000001	498.31128	9668.376130000002	6850.851549999997	234.08715	45.6849	334.62311	4423.057020000002	0.0	0.0	0.0	49.56591	6.44256	8450.672969999996	6.42765	36.5519	4210.753860000001	5500.920970000006	3439.9546900000005	22.8152	154.51321	6970.348970000001	2918.646359999998	6237.46497	4559.218899999998	4804.192790000001	5421.608470000002	4683.747700000002	2291.25316	80.73001	39.41534	90.9019	34.399820000000005	366.57066000000015	1002.3283800000002	1436.7366900000004	0.0	2654.3433400000004	281.45621	985.4982099999996	1365.4715399999995	1756.7948	429.874	696.7518900000002	548.7722699999999	822.2559299999999	452.2820500000001	298.20759000000004	3212.4319199999995	23.52863	755.32371	3569.6976200000013	990.98587	825.6634099999999	302.00192	351.99802	1971.9799100000007	329.11785000000003	900.06742	1661.77183	222.53902
S12_Z05	15.56961	0.0	1648.2907100000004	327.29080000000005	5863.618530000001	3913.4319300000016	154.97353	24.25081	153.79301	2450.65617	0.0	0.0	0.0	35.06257	8.09252	5266.156820000003	0.0	30.88339	2605.53018	3501.8188400000004	1971.1140100000005	9.77167	76.12835	4078.056469999999	2160.4879300000007	3853.530560000001	2824.865009999998	3421.1933300000005	3942.59386	3098.04125	1060.7695100000003	30.50305	19.73777	36.26499	0.0	289.98099999999994	710.3160099999999	702.05302	0.0	1720.46106	140.72363	605.3641300000003	886.0257799999997	830.0654700000001	187.41295	368.45792	244.40487	430.76104	288.7144	141.95711	2827.6422500000003	34.77806	350.80704000000003	2362.1822900000006	503.7744199999999	651.6105	1110.75755	574.5669700000001	1085.6912399999997	261.31046	601.3508199999999	573.09522	80.836
S13_Z01	273.40679	0.0	2868.492459999999	146.41788	5823.67412	4403.220549999999	244.8218	0.0	252.70287	2807.4658700000005	0.0	0.0	0.0	4.71637	0.0	7543.166140000001	0.0	12.412109999999998	2414.16895	4383.832590000003	2923.9919299999983	0.0	162.99509	4112.250519999999	2396.98196	3818.32596	4344.575389999999	3878.5288800000026	3839.908069999998	4715.15466	1933.0421299999991	187.203	26.22681	35.56332	11.8879	260.41982	1285.18125	1896.7979099999995	0.0	2806.39349	113.75222	476.65965	1222.48255	3170.11712	526.91928	579.3219599999999	797.9234799999998	969.9009999999996	433.8025	272.33203	2456.77003	32.89435	631.9858499999999	3693.8630000000007	1174.23213	443.43894	386.1435000000001	297.06871	620.75351	464.89200000000005	616.3092300000001	493.48117	494.97341
S13_Z03	31.46408	10.4337	1685.5046200000013	215.80140000000003	6309.543880000002	4093.07473	49.58407	16.372049999999998	172.81132999999997	2184.756340000001	0.0	0.0	0.0	7.51374	0.0	5678.455059999996	0.0	20.82676	1912.15733	2681.9905699999995	1606.12807	41.0582	526.9409700000001	3457.99452	2399.0892800000006	3086.896160000001	2620.25917	2894.016600000001	3780.680170000001	3585.40607	1114.47376	395.7987	8.24831	90.86629	56.531	268.43535	580.52125	633.3091699999999	0.0	1407.1177300000002	104.12306	708.9991500000001	549.7496099999998	1357.62598	361.1390099999999	436.8520999999999	297.26437	465.15538	265.20414000000005	169.67385000000004	1009.9663499999998	40.55127	439.29914000000014	2373.5412	300.51348	347.70759000000004	293.2302	221.83935	581.5173899999999	169.40994	330.93899	884.7159399999999	107.81456
S14_Z01	137.70837	159.73549000000003	3915.368230000002	372.69704999999993	8328.12341	5766.937520000002	304.77899000000014	43.9132	538.60354	3073.16401	8.92629	0.0	0.0	16.14923	0.0	9051.476989999996	37.5163	550.96527	3148.178219999999	4580.951709999999	3998.1818700000017	158.66324	1414.2927799999998	4946.979530000001	3884.6620900000016	4001.25569	3678.30721	3471.9432100000013	5577.420900000003	5545.784950000001	2196.814640000001	102.5733	105.67742	407.41676999999993	452.7336499999999	1010.50781	1013.58237	1296.2605500000002	0.0	2539.07501	672.50241	604.41498	1763.3771699999998	3540.1232399999985	819.1914200000002	715.4047399999998	492.79661	695.4019400000001	371.21396	719.6998	2147.31193	482.58617	1299.948	3385.7327699999987	1615.12487	834.7107400000002	738.0614800000002	524.1534399999999	930.62897	533.7913999999998	420.33658	611.73294	502.69546
S14_Z03	21.96503	36.40686	3053.3768	246.77642	7363.720429999996	4879.83639	79.80981	15.484	112.96142	3986.85631	0.0	0.0	0.0	57.8124	0.0	8284.32658	0.0	38.55168	2277.1989900000003	4867.682429999998	2689.686920000001	9.37487	327.34285	3661.47505	2484.621909999999	3309.8387300000018	3490.21496	2884.159840000001	5133.97099	4461.935370000004	1841.8923099999988	507.60051	121.77858	31.04222	12.55296	368.67163	737.8460899999999	1219.3270099999995	0.0	2102.734030000001	228.94638	568.96182	724.0309800000002	1485.047730000001	653.15777	1113.9526999999998	528.5505399999998	899.47877	184.41177	176.44259000000005	1422.86094	44.63266	446.69701000000015	2981.09963	729.25469	480.2488	518.54864	304.42821	708.1756700000001	273.0483300000001	438.7477399999999	803.7299799999998	142.19343
S14_Z05	0.0	0.0	2516.33343	305.73929	6631.307080000003	4941.863609999999	120.05125	71.798	129.02706	2828.492849999998	0.0	0.0	0.0	13.020040000000002	0.0	6510.002530000004	8.48355	11.5786	2555.1804200000006	4026.226752	2432.01596	7.98738	327.45879	4645.520259999999	2951.7999500000005	4068.73787	3500.991509999997	4220.018649999998	4245.389899999998	4354.72484	2021.00447	170.2943	163.99034	39.035	0.0	282.67977	632.5067900000001	1254.12313	6.70655	1581.53561	251.5207800000001	995.892	1102.7004700000005	1420.5489999999998	386.05577	680.9179	564.4848000000002	736.87421	271.10163	188.75507	2562.914040000001	12.03532	496.3066499999999	2700.772420000001	779.4992499999997	406.07031	262.93147	133.11666	907.73719	182.69597	543.4970200000001	1325.0329	74.28678000000001
S15_Z01	138.3267	549.5384899999999	2716.11016	378.26020000000005	7300.924190000002	5009.354489999997	182.9888	7.56846	747.4143099999999	3494.155430000001	5.51695	0.0	0.0	0.0	0.0	9684.644480000006	0.0	766.0978	3557.0677100000007	5127.741100000001	4033.92715	321.173	354.60747999999995	4766.4021600000015	3217.044049999999	3886.22337	4119.29259	4260.24349	5770.875180000001	5164.492370000003	2323.8896000000013	644.8038	49.64688	911.01717	449.8825	763.4194900000001	1503.7232399999998	1877.43242	0.0	3450.7245000000007	319.71197	699.1707499999999	1153.064309	3823.4870100000007	971.1378499999996	974.38602	886.1828999999999	710.8733900000002	267.14045000000004	313.39529	3221.64607	239.61698	1280.1301300000002	3810.69936	913.5792999999998	1240.4977199999998	816.3689999999999	511.19767	1148.8732899999998	394.8859	719.30532	531.53034	564.0253200000001
