Samples	acr3	amt1	amtb	arsr	cara	carb	chra	cira	cyns	dada	dpsa	expd	fepb	fepc	foca	fur	futa	gap1	gdha	glna	glnb	glsf	isib	moaa	moab	moac	moad	moae	moba	moea	nadb	napa	narb	nira	ntca	phnd	phoa	phob	phoe	phor	phox	ppa	ppk	ppx	psta	pstb	pstc	psts	ptra	spea	speb	sqdb	thio	tolq	tonb	urea	ureb	urec	ured	uree	uref	ureg	urta
S24_Z09	51.39438	5.38267	1018.72404	824.3412899999998	5727.747220000002	2846.0446999999995	100.56309000000002	0.0	233.55497	1937.9814499999984	0.0	0.0	0.0	88.55363	0.0	3758.2571500000017	0.0	53.32063	1336.0027800000005	2796.1458099999995	1503.5653299999997	0.0	14.43103	3400.78479	2025.79703	2981.52109	2887.11051	2590.891280000001	3646.893390000001	2737.39332	900.6287599999998	0.0	14.10647	34.72224	6.80718	601.9922399999999	288.67801000000003	354.49992999999995	23.3758	850.6230499999998	176.59199999999998	257.14687999999995	329.04471	750.9398400000001	335.85428	377.30823	371.5191	478.6706899999999	299.93825000000004	337.1989	1964.31565	32.87052	489.14929000000006	2893.60751	643.13386	764.6789900000001	840.63365	532.5207799999998	1606.5033200000005	464.80187	1167.92242	1533.92891	248.00154
S25_Z07	57.81637	6.24825	2096.36601	795.4957500000002	5670.881100000001	3506.354350000001	217.13813	18.9227	425.4710199999999	2924.214169999998	0.0	0.0	0.0	53.13211	0.0	4670.02504	27.8245	88.7717	2352.5329100000004	4598.856366	2759.19902	13.7444	60.50704	3906.669479999999	2336.75182	4311.98518	3451.154628999999	3728.4484500000017	5179.7440700000025	3130.8487700000005	1573.7169299999998	196.4873	16.3349	146.5678	0.0	688.8367599999999	913.96744	719.7351799999999	0.0	1898.7795900000003	181.98684	1224.8192299999998	859.4882300000002	1002.99843	675.90846	718.7479099999998	697.8842699999999	716.0900699999999	567.2728799999999	545.8911399999998	2732.51146	9.94071	588.1010599999998	2272.2227700000003	770.32295	554.68572	1044.17684	452.5363200000001	2397.6923900000006	664.7347400000001	1572.38747	2258.39153	536.51361
S25_Z09	81.2627	0.0	788.78722	890.0586200000001	4503.308669999999	2399.57529	170.88546	8.70118	301.91057	1713.17107	0.0	0.0	0.0	0.0	6.05281	3427.8517600000014	0.0	536.21401	1574.8149	2704.825079999999	1618.6365000000003	9.27645	5.20863	2694.9453599999997	1627.7671100000005	3132.142249999999	2722.583569999999	2668.16404	2631.5434099999998	2000.64279	1038.39833	0.0	0.0	36.0739	8.76102	513.25337	371.58847	1126.9135599999995	17.977780000000003	850.7643899999999	140.954	573.3719000000001	506.2055899999998	821.2469799999999	524.43396	587.5909699999999	475.72155	620.59536	503.5800200000001	476.0614	1561.7331800000004	11.10804	406.70366999999993	2771.43375	729.2855300000001	503.79095	586.1764100000001	459.63756	1284.9843300000002	287.96192	1089.3451200000002	1080.4236999999998	261.54797
S26_Z07	137.38042000000002	0.0	1942.9916	763.9353099999998	7018.847539999993	3899.427710000002	139.16419	0.0	211.03031	2870.74173	0.0	0.0	0.0	46.78633000000001	0.0	4514.800679999999	0.0	128.409	1891.5249200000003	3979.661849999999	2328.51848	0.0	45.9842	4039.3252600000014	2268.7569599999997	3858.444289999999	2955.88882	2966.841560000002	4251.616810000002	3147.99057	1341.64716	138.59644999999998	0.0	162.81455	4.41509	373.31405000000007	775.1203400000002	833.5844599999999	6.43735	1193.4550899999997	182.90303000000003	900.1554700000003	722.9513599999999	1216.5712899999996	571.6689500000002	601.0485500000001	595.36396	702.0188499999998	524.12977	562.2278299999999	2791.777779999999	42.48672	594.2509900000001	2658.4448900000007	802.0341900000001	637.34985	1013.43429	428.46609	3158.3468	850.08071	1505.4624999999996	2474.7360799999988	356.75954
S26_Z09	27.50619	10.2602	1320.5147599999996	1391.5026299999995	5018.2116510000005	3764.904649999999	140.25732	77.33224	477.58864	2279.0486800000003	0.0	0.0	0.0	89.78032	0.0	4350.825670000001	0.0	697.4083	2481.98327	3964.6687899999984	1494.2060999999994	0.0	0.0	4053.311190000001	2152.7733800000005	3961.25781	3035.247620000001	3510.33971	3515.7667	3178.156259999999	1332.5081200000004	15.7746	92.5151	8.08952	0.0	739.8998000000003	569.9632300000001	1343.0737300000003	20.3407	1503.51362	264.97031	754.9118599999999	630.5831299999999	1112.67872	799.6533399999998	801.5100100000001	667.5787	729.3502499999998	437.31531999999993	627.16348	1815.6032399999992	16.36712	572.9415899999999	2881.331417000001	926.88216	764.3810199999999	658.0195500000001	592.50836	1296.12216	632.7344599999999	1312.6328099999998	1247.6660800000004	485.66997
S27_Z07	75.34298999999999	0.0	5272.99989	811.6086600000001	9540.293340000006	5905.402240000002	48.05324	11.10272	494.10245	4435.396399999999	0.0	0.0	0.0	20.0374	0.0	7695.27334	7.11719	7.83638	2084.94076	5889.89496	1924.51462	9.05744	35.63399	7796.922170000002	2651.7187600000016	7461.859950000002	7838.549310000001	6266.911829999999	7780.654910000001	5775.413980000003	4363.214619999999	133.31813999999997	81.56218999999999	76.33180999999999	0.0	545.6415	966.71456	1520.09768	0.0	1459.4746099999998	214.77058	2557.55108	690.1210600000003	1429.0808700000002	578.00823	823.6326699999998	854.8882699999998	754.9129300000002	806.89184	712.1285799999998	2375.60703	62.35218999999999	1589.3400300000003	2761.69073	944.36766	1017.01048	347.78400000000005	802.6723400000001	1466.48342	1386.9620599999998	1389.3072300000003	1277.0727500000005	1838.83744
S27_Z09	52.71405	0.0	2403.20901	487.50938000000014	6621.841870000004	3897.789940000002	54.9465	0.0	435.45409	2231.5289900000007	0.0	0.0	0.0	0.0	0.0	4763.292419999998	0.0	204.667	1501.00771	3973.489030000001	1781.2660499999995	9.02767	15.58617	4021.352	1732.2617999999993	4217.625909999999	3258.665029999999	3984.39268	3936.725519999999	3858.9736900000007	2681.6426400000005	25.20498	337.00134	74.14305999999999	0.0	282.30400000000003	919.3162899999998	1230.4876	0.0	1562.1922700000007	90.84321	1583.56219	398.14202	1125.8748999999998	277.91699	310.17333	649.1814800000001	492.39193	575.00548	525.15515	3149.900825	18.45065	758.70598	2471.446340000002	1131.46682	521.80353	410.5495	1287.76362	2357.9449	1494.64159	1444.7396699999997	2085.90529	886.2199599999998
S28_Z07	56.92927	14.08623	2443.4018200000005	926.42093	7210.837080000006	5207.3883000000005	171.09672000000003	89.63311	417.89815	3064.048590000001	0.0	0.0	0.0	121.0576	3.01566	6225.48376	15.8585	53.3136	2192.09861	5194.957289999999	2789.53587	23.65603	112.72389	4362.190709999997	2908.5957000000008	5086.414769999998	3958.6688600000007	4271.256539999999	4914.968779999999	3423.8967099999977	1865.6677999999995	56.86704	14.443829999999998	182.19018000000003	7.71021	561.169	1446.2193600000005	1002.91359	0.0	1766.5498	241.68193	1445.0006900000003	1029.0811399999996	1367.98743	528.9597800000001	631.9367900000001	764.0908	750.57324	878.5240500000002	892.8397400000001	3146.8599199999994	66.78685	496.84669	3232.20599	875.31712	769.3506900000003	824.5307700000002	462.58493	2631.71105	992.71806	2171.0698	3064.90507	628.37987
S28_Z09	25.0863	8.62034	1179.6564399999995	1189.5027800000005	4462.78095	2625.5082000000007	95.73281	29.15645	449.74615	1679.1355599999995	0.0	0.0	0.0	82.33967	0.0	3874.2771399999992	0.0	612.18509	1400.1544699999995	3129.29652	1710.20987	5.61736	55.879850000000005	2849.958950000001	1646.7647499999998	3262.2022299999994	3145.823390000001	2743.471500000001	3392.0804900000016	2313.95931	1322.74765	12.76771	23.69972	33.00914	15.20415	495.1120400000001	840.0803200000001	1342.9741399999998	8.82325	1296.2260200000003	254.30778	733.71375	431.86624000000006	951.37897	466.02782	665.2364499999999	577.10918	985.88519	851.1891099999999	773.6122699999999	1970.9980599999992	11.63758	479.04887	2418.5814700000005	1056.01218	627.49247	674.39467	484.1	2130.1179500000003	509.34748	1085.31609	708.87466	498.7698499999999
S29_Z07	64.07075	0.0	1369.3925400000005	710.91431	5762.848020000002	3115.1154099999976	182.74727	26.0229	358.8575	2189.18164	0.0	0.0	0.0	67.65655	3.75862	4043.093069999999	12.1993	35.97793	1770.6907000000003	3909.2784399999978	2062.138830000001	18.3835	81.13082	3175.8871600000007	1671.6304599999996	3326.148350000001	2514.21306	2440.267840000001	3328.841050000001	2258.3223900000003	1233.86855	72.03973	12.70806	133.09676000000002	22.35272	608.1437599999999	982.34705	908.6866600000002	0.0	1529.6681300000002	40.70041	1180.7223	632.2565500000001	796.6998100000003	610.5510999999999	581.0897100000001	488.15651	605.2468	674.9929200000001	878.2138799999999	2596.93517	40.703790000000005	389.19342000000006	2235.427299999999	705.19109	748.0966999999998	718.86351	343.62897	2138.6819900000005	600.4447999999999	1039.3214200000002	2113.20729	462.50897
S29_Z09	43.9628	0.0	1289.2739	1113.83046	5919.517950000002	3094.9926	66.53511	59.51390000000001	409.5238	1757.6939299999992	0.0	0.0	0.0	129.76517	6.13983	4227.042859999999	0.0	687.0039199999999	1904.2418199999995	4291.08709	1451.6425899999997	0.0	34.59856	3802.94291	1906.7299399999995	3421.1369399999994	2933.22741	2731.80922	2972.296710000001	2967.3777600000017	1142.25721	4.32991	112.13257000000002	10.6101	9.95416	577.57187	821.4329399999999	1139.8220499999998	0.0	1248.4384900000002	175.68774000000002	739.4376500000001	459.4371799999999	644.0527000000002	503.91355	593.3663799999999	571.4115300000001	681.3809300000001	538.39799	682.2058099999999	2026.7428800000005	25.59726	649.06479	3342.3157899999983	1193.9987800000004	790.16809	767.05071	526.4885100000001	1653.52562	542.1084800000001	1607.0779299999997	1183.65872	528.2390700000001
S30_Z07	441.02977	12.57103	1533.7147600000003	600.1721700000002	5906.354049999995	3529.3704	330.50735999999995	50.04919	286.74717000000004	2806.259189999998	0.0	0.0	0.0	100.21517	4.56175	4626.749859999997	0.0	55.1788	1942.2883600000007	3044.075989999997	2016.1596700000007	31.866100000000003	59.165580000000006	3561.3028499999973	2032.4700400000004	3774.612220000002	3074.764	3734.652399999999	4526.349859999999	2662.02903	1407.3100399999994	164.1632	5.65123	184.07666	0.0	357.22303	378.37576999999993	851.4970000000003	24.06049	1350.44071	268.66278	965.3162000000004	1017.99423	1076.0269600000004	409.9294	514.13135	464.9841399999999	560.7079200000001	391.99804	725.49227	2078.25564	16.43435	437.3152199999999	2076.00071	1163.6378900000002	688.0788299999999	597.8190199999999	411.05225	1712.9417000000003	679.3513900000002	1261.4727499999997	1438.7943799999996	516.7094999999999
