Samples	alle	rpfi	exsg	ma20_13200	aglg	yacd	ugpa1	htaa	rgpf	kpss	lacz1	lys	phor	pset	ma20_24385	ykud1	kine	suga	mnhb	arcb_1	pled	tetd	ma20_19630	yugf	diviva	bphd_1	apl5	xynd	argh2	yeej	bara	lppb	cpdb	xync_2	acoc	capm	asga	tcry	tmk	bgal7	dlts	amsj	fbl	dmsc	cwlk_2	murc	ma20_42300	sufr	ma20_23920	phet	shprh	surf1	gtsc	fcbc	wcak	aire	rimk	prune	isaa	ugpa_1	iolb2	sigk	cops	wecg	cely	purd	inha	ialb	amic	cuts	yurm7	gspa	ma20_22480	ugpa5	rcsc3	asgd	ydjm	smarcal1	rpl15	seps	chd6	atl	smes	rpfh	lacf	ppsb	blh	act1	ycfz	erfk	hcsb	arls_1	cmra	wcba	mend	hsss	cebg	ykwd	lytr2	ma20_21120	ngcg	psr	etr2	purc	ugpe3	chd9	tola	pdhs	sigb	murf	smog	ma20_15195	ohpc	yhec	chd1l	mvak2	spr7	yesq	fccb	phor2	vp1916	azor	envz_1	rstb	gnl	tupc	seta	nlpc	menh	brnf	enha_2	z012_03815	lytr	chod	sigf	ma20_16685	rffm	fgrl	rad54b	nlpd_2	cdia	hsd17b12	lipg	hpaa	ma20_29105	pksr	divl	yfbb	pacb	ragb	vies	ma20_38155	fn0914	mprb	gfds	xk27_08875	hpk2	lacf5	ylba	guml	phor7	ap3d1	bga_1	gbdr	srrb	ma20_03860	whig	sca1	csts1	ftrc	glpp	vva0031	neub	yvhj	cmoa	thip	yojm_2	pcac	msmg	ybbo	yfhk	saes	plsb	stc2	och1	msrr	ep400	gsto1	irk	arsp	rafa	chis	ma20_07860	dors	mgll	gcst	zranb3	azor2	cp_1020	enha_1	rdh54	atp12	crec	devs	mur1	cusod2	rhar	xynz	ppx1	amyc1	ap4e1	cpof	lytg	qsec_1	taga1	mngb	ylxr	bgaa	exov	bgal10	ptli	csga	bga1	jbp2	yisy	ompb	rad54l	hsad	mtor	yedv	ephd	cebf	bgac2	coss	arls	phea	pcbd	estx	glb1l	pepi	fpap	phbb	divj	ercc6l2	iswi	epb41l4b	luxq	chd1	spoiiiaa	phea2	tara	malc	rets	rhla	cpha2	pria	yned	snf2	tpx1	ma20_22765	ma20_06300	vans	sleb	ykud	sle1	argx	act2	ma20_06595	pfaa	mptn	prrb	ap2a2	dlte	bxlb	amib	cyac	ma20_44790	ma20_06590	phag	gacs	yqhh	nane	pdtas	chey	rhas3	bfea	covs	kdpd	iolcb	rad3a	nup145	yurm9	ma20_25100	evgs	lacc	yqjq	enha_3	lpxo	rpl32e	gumh	ycjp_4	fcbc2	rhp26	sasa	aroa	yvam	dotc	ma20_14025	rpfe	rimklb	stc	chd4	phy1	fkbm	erf1	eaeh	gntr	scpa	enoph1	narx	hepk	rimk_1	lysm	folk	ma20_07410	rsmj	rpfa	sdh	modc	z012_03010	bga2	amid2	ppac	iap75	cops6	gtsb	ma20_25925	yhed	sugd	radb	gtsa	ma20_23360	ynea	lipj	pldb	azor1	dhma	yoqh	mmos	aglf	chd7	envz	wgad	mtnd	walk	ftra	ap1g1	bxlc	malf	wtpc	bgal8	chd5	ycjp_3	adpa	rgpfc	olsc	afsq2	gsha	ma20_41515	dcsg	uspa	yfic	wcbp	ma20_13195	gumm	asphd2	pepip	tctd	togm	helz	rtxa2_1	sod1	invb	yfif5	arac	lacf1	phoq	atmc2	prpa	cwls	cqss	ydjh	spoiid	mtlg	fhab	ysma	fabg	yfkn	ebps	malk	prxiif	hrp3	bga	bvgs	lysx_1	wcmj	ynep	sth1	mhpc	azlc	ma20_44780	rad54l2	chic	cpxa_1	ydhd	tagh	pepl	mscs	cpo	ma20_28870	chd2	rad3b	rada	deor2	ma20_03550	qsec	mltd2	rssa	dnax	pstb	nfo	rlpa	bcho	ydho1	lip2	exea	yraq	csab	prx5	glps	yoch_1	pla	ycgq	ma20_23405	pchr	lacz	yurn3	rese2	yhec7	hemd	petc2	tada	bira	phaf	enha_4	ma20_25205	elrf	ycjo	acra	regb	hydd	adi1	anmk	cdhr	rnc	xk27_00500	sige	asph	mepm_1	ma20_21090	ywtf_2	akap17a	wcbo	lacf3	ynbc	gspe	ycbb	lpps	tebc	csd1	araq	uvse	rpfc	copz	taga	rkpj	gshb	coq9	pha2	vdlc	ma20_04760	lytf	ugpe	prxiic	arcb	lprq	ugpa3	ygcg	etr1	ino80	dpra	dehh1_2	lysx	hmcb	msmf	ygca	yidc	ma20_44785	wag31	rsbq	ybgc	sqrdl	ywpd	smarca4	nagk	aorr	phor_2	yfjr	acor	epsl	usha	sigh	ybff	rps3	hit2	ma20_20905	egl	ma20_22095	trag	iap	ma20_06090	sfuc	riss	sodc2	coff	bdpg	cpha1	vy92_02980	estc	ctf1	flia	swr1	ephf	fixl	z012_00995	catd	c17orf64	argr	ycjp	cdhb	gpsb	ycjp_1	lysa2	hsdl1	sodc	cheb	helz2	ma20_13025	tagu	lytn	mepa	yoch_2	fabg3	pils	ssra	ngce	cpha	pota	plec	phor5	yqfz	acxr	pdca	bvgs2	ciah	cpsa	bioc	them7	sll1424	pcad	yige	ftrb	phai	pota2	sfub	tcte	vy92_01920	yesp	bass	sigi	nuch	metw	pip	sigg	amyd	lafs	lyc2	sced	wcog	shy1	lacf_3	lpxo1	ma20_14020	xlyb	lyte	mcyd	smof	mora	gspk	sags	trpc	rese4	cika	ydjp	thuf	ydhk	smarca5	zmp2	dlte3	tors	ma20_23075	lip	rsbu	laca	neud	ma20_22735	hells	ma20_43635	ma20_37640	ycgs	bpoa	hpx	yjcf	spak	bara_3	yoch	xlya	xk27_05435	ma20_01915	ybac	phes	ycfs	iv02_22745	ercc6	sod3	ymfi	ntab	rny	pilf	gpsk	rcsc	chvg	iolb	togn	rapa	ma20_03545	snf	pure	ycf45	yaah	utr4	ugpa	xylr	murq	sugb	kpsc	tesc	ma20_36175	thug	prune2	agmh	sigd	rata	thiq	yqgt	ygaz	pear	hltf	ma20_19790	arls_2	gshf	safa	gras	prma	rhif	mmsr	lets	phaj1	mltd	amyc	z012_08980	prtb	glb1	lplc1	spr	ahp1	yurm1	yjau	prpa1	yusz	tago	pksm3	man2c1	csss	yaah_2	cuss	bgly	smta	rprx	suga_2	mhpc_2	tyr1	ma20_16325	rese1	hsd17b3	prdx5	scpb	tupa	sacc2	ngcf	maoc2	bgac	yclk	gba2	pmpa	pgta	soxf	ybis	epha	srcap	dasc	pbg	sod	acma	mtnk	nlpd	wgae	padd	vp1770	rese	ycbk	phab	msmr9	ma20_15690	ama2	yqjb	moda	pfes	tcdb	yju3	luxq_4	yurm5	mtnc	bgab	spovid	lysx_2	yabb	sodcp	lcdh	rpl21	frcr	arap	ma20_41600	sils	ap2a1	atpaf2	ams1	paai	todf	phf21a	yeam	snf21	dasb	ytpa	ma20_07280	surf	cpxa	cp_0155	bara_1	cwlk	rhas	ywtf	dgok	uglyah	ssr2	wapa	rad5	vv0135	rnr	azor3	ma20_21410	vick	ercc6l	bioh	glxa	ma20_08165	mnn10	baes	cp_1034	lcdh_1	bpoc	flia1	atrx	ynee	ma20_20555	pa1766	isw2	rutd	zapa	pepb1	phaz	csh1	hepa	yojm_1	cols	chr38	andr	ywqa	zmp3	ma20_36070	irc5	ispd	ma20_18720	acpd	sadh	soxs	yccf	brpa	divk	ugpc	maoc3	ma20_03695	czcs	rad54	ylxrq	pie1	malg	rplu	yurn	yurm	ycjp_2	vva1112	maoc1	ugpa7	azor4	xynr	rese7	luxn	hit1	smarca1	lacg	bvgs1	araq5	mtlf	iolb1	chd3
S05_Z08	7.26849	0.0	0.0	0.0	115.99081	0.0	0.0	0.0	23.29824	0.0	0.0	587.43257	1036.7768600000002	66.60591	90.69472	0.0	37.97803	0.0	429.91506	0.0	92.21227	0.0	0.0	8.1271	204.55850000000004	0.0	0.0	0.0	0.0	19.85701	55.68859	0.0	585.7282200000001	5.28571	442.34895000000006	1957.34597	0.0	9.24605	7205.187999999994	0.0	0.0	0.0	11.3835	96.64034	0.0	5017.991630000001	2354.213100000001	57.0966	97.7004	5315.085629999999	0.0	1676.87421	133.173	302.91186	0.0	0.0	1476.4550599999995	0.0	0.0	108.3998	728.84034	290.29132000000004	19.6534	16.0343	0.0	6885.86016	9.13082	0.0	740.32484	0.0	0.0	46.22579	7.36861	0.0	0.0	0.0	8.70494	0.0	959.9235	0.0	0.0	0.0	0.0	17.7338	0.0	0.0	711.93918	0.0	0.0	35.91757	0.0	3.46557	18.9343	0.0	1059.4782000000002	0.0	0.0	13.80472	7.0253	0.0	0.0	0.0	0.0	6800.683909999996	82.7269	0.0	3042.03532	0.0	0.0	6180.427109999994	82.49260000000001	0.0	0.0	0.0	0.0	159.74169	0.0	0.0	51.61575	0.0	0.0	607.8260799999999	0.0	0.0	681.61697	5.11266	0.0	29.3391	712.82263	0.0	0.0	0.0	79.4541	38.91738	6.05638	72.88168	0.0	0.0	0.0	120.9227	0.0	0.0	84.17958	0.0	0.0	0.0	15.67723	160.99479	0.0	18.7206	0.0	376.92615	0.0	83.76349	0.0	0.0	0.0	0.0	66.69742	0.0	0.0	0.0	0.0	0.0	55.84439999999999	27.41671	0.0	0.0	0.0	9.54902	0.0	0.0	2144.587850000001	48.3259	1972.40178	485.65229	0.0	405.4011299999999	20.2155	213.26487000000003	22.9029	0.0	800.6091199999998	0.0	0.0	0.0	0.0	193.29709999999992	0.0	0.0	231.26343	0.0	0.0	0.0	10.1832	24.2231	5.35432	0.0	0.0	0.0	0.0	0.0	494.71405	38.2961	0.0	0.0	0.0	172.56957	0.0	0.0	0.0	0.0	589.42091	0.0	0.0	11.1782	13.337	0.0	0.0	0.0	0.0	951.78121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.692	12.2115	0.0	0.0	53.98506	6055.465249999998	706.1180100000001	16.56484	0.0	43.6361	10.205	207.34423	4.7336	0.0	0.0	0.0	0.0	0.0	0.0	95.7971	5.03114	0.0	0.0	0.0	0.0	6836.637039999992	11.3461	0.0	133.81984	0.0	0.0	0.0	611.68379	16.29711	9.6211	0.0	0.0	0.0	425.43827	0.0	0.0	0.0	0.0	0.0	473.8193	96.9069	190.63248	3.21154	90.08422	0.0	60.65389	190.20477	125.87001	91.99231	0.0	5.32341	0.0	139.46385	41.59873	0.0	6.16319	0.0	0.0	0.0	0.0	45.92073	0.0	24.8934	354.68526	0.0	0.0	7.8496	0.0	10.5146	6110.5428	46.5211	0.0	9.66151	10.814	0.0	226.3477	0.0	0.0	70.33904999999999	0.0	0.0	415.62261000000007	4212.187479999999	0.0	0.0	15.1583	0.0	861.128	4951.164220000001	0.0	516.7291399999998	0.0	313.98008	740.4175099999998	12.2083	0.0	241.95301	87.40116	46.36869	0.0	0.0	0.0	0.0	0.0	0.0	195.83297	143.38920000000002	0.0	10.95	596.5313199999999	0.0	1247.979	0.0	0.0	171.18784	0.0	1174.0128	0.0	0.0	0.0	0.0	0.0	0.0	21.83275	11.3614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4390.350020000004	0.0	23.59943	245.12143	358.68787999999995	132.84318000000002	0.0	0.0	0.0	0.0	2.67883	0.0	17.98348	0.0	48.41537	0.0	0.0	43.0054	0.0	138.6768	7.69578	0.0	28.961	19.1459	1334.0968500000004	9.92581	14.4393	91.42394	21.003	6307.657989999998	216.78301	0.0	532.76926	9.20218	0.0	0.0	0.0	0.0	0.0	118.46004999999998	0.0	751.1254700000001	1020.3610599999998	87.13691	0.0	19.2513	0.0	146.00366	85.78359	0.0	893.7010799999998	176.93867	0.0	0.0	19.2676	3198.693730000001	25.20046	21.52412	18.18604	144.92602	137.58116	6596.11079	397.16387	2183.51305	1242.4664499999997	0.0	0.0	0.0	153.74759	61.3953	0.0	195.58444	243.43626	8.56102	8.54674	0.0	25.46474	0.0	256.427	0.0	0.0	0.0	4233.638619999996	0.0	3969.841710000001	5707.143419999998	16.1399	0.0	0.0	0.0	0.0	119.29864999999998	1812.9375399999992	10.1483	0.0	4711.35205	0.0	5337.668279999998	0.0	118.02763999999998	56.02738000000001	877.3515299999999	41.29062	0.0	0.0	0.0	0.0	0.0	926.87063	321.10202	0.0	7.23208	0.0	19.78692	180.07997	2.83226	563.7993100000001	33.98252	0.0	4086.77121	185.62376	12.0146	241.03361	0.0	46.3688	534.6032	0.0	49.7654	0.0	0.0	0.0	0.0	0.0	341.0729600000001	0.0	118.68632	0.0	16.0125	0.0	5595.134779999998	10.8893	0.0	0.0	2295.6283400000007	99.5503	0.0	0.0	172.75194000000002	0.0	0.0	0.0	5.69041	37.78133	2040.5568900000003	76.35452000000001	564.5882200000001	910.49953	12.7368	345.63475	0.0	1865.1328499999995	0.0	28.58101	0.0	35.3959	27.10138	0.0	0.0	0.0	0.0	389.98248	578.17015	0.0	765.7571900000003	0.0	0.0	54.42649	27.7722	69.75741	0.0	639.2127600000001	611.24011	9.42194	11.7118	0.0	0.0	0.0	503.5767199999999	468.027	82.3408	6.48493	0.0	0.0	39.004940000000005	0.0	280.35947	18.55551	85.33950999999999	19.0317	143.38206	3670.650400000001	44.02495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1436.60113	0.0	10.1984	400.18278	0.0	23.63431	0.0	0.0	1604.5566100000008	0.0	0.0	0.0	0.0	0.0	179.63959999999997	2464.2204799999995	1851.49285	204.28436	129.2061	12.94454	63.5345	0.0	171.9956	0.0	0.0	4.80744	22.6363	0.0	57.38396	0.0	78.07099	0.0	315.40574999999995	0.0	5865.51426	0.0	0.0	10.2009	35.441	0.0	13.8426	0.0	113.042	30.6173	8.70294	16.33527	435.71665	8.07476	0.0	0.0	0.0	0.0	294.96097999999995	386.17065	20.4351	10.2999	669.9665000000001	0.0	0.0	72.43350000000001	26.3467	38.88380000000001	0.0	0.0	5605.30718	0.0	0.0	0.0	0.0	98.13862	1115.15563	890.0396800000003	225.1334	0.0	24.4997	1585.8367899999998	244.03413	0.0	139.35116	0.0	0.0	7451.288409999999	32.3977	0.0	0.0	393.53177	166.29659999999998	1188.83613	0.0	0.0	43.94872	602.0494699999999	165.292	0.0	0.0	14.24897	1048.5639300000005	116.73783	0.0	0.0	0.0	0.0	44.67041	0.0	0.0	28.8537	0.0	2155.669950000002	0.0	0.0	0.0	59.2471	2207.713260000001	0.0	0.0	0.0	24.916	0.0	42.6993	243.33483	0.0	0.0	0.0	0.0	261.03763	315.9902	0.0	0.0	0.0	51.5946	22.28353	179.99786999999998	499.3662299999999	175.3946	0.0	0.0	0.0	0.0	0.0	16.71709	4615.705140000002	501.91113000000007	0.0	0.0	0.0	0.0	18.4079	0.0	859.8141399999995	0.0	71.12668	0.0	161.12724000000003	0.0	0.0	0.0	0.0	119.66782	99.95987	412.9968000000001	0.0	0.0	0.0	31.0557	2.90036	135.79646	0.0	86.57503	0.0	0.0	972.3177	108.402	0.0	117.29651	0.0	0.0	0.0	8.49631	0.0	0.0	9.06325	21.544	3718.0911300000007	18.2523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	471.05067000000014	48.5222	0.0	4.94609	11.4783	0.0	116.33581	0.0	282.21775	39.81135999999999	95.95409999999998	0.0	0.0	50.0967	0.0	140.09234999999998	0.0	0.0	241.13192	0.0	0.0	3486.5506199999995	0.0	2111.85094	517.4505999999999	0.0	840.50257	48.4813	29.6097	0.0	68.73902	0.0	9.52321	7.74803	0.0	0.0	5.19853	0.0	0.0	0.0	18.5958	2945.6483299999995	103.35678	30.30623	4.07453	16.62425	0.0	0.0	0.0	0.0	0.0	0.0	173.2386	13.5827	2826.677109999999	7.64364	0.0	6.42615	226.0991	68.59819999999999	0.0	20.0153	435.66098	4.2785	0.0	0.0	0.0	0.0	0.0	1024.55736	8034.769570000002	0.0	0.0	0.0	621.9022600000001	0.0	30.5901	0.0	0.0	0.0	0.0	140.03977	0.0	43.85169	0.0	15.1353	48.0197	14.6001	0.0
S05_Z09	11.2511	0.0	17.5508	23.5515	84.86025000000001	36.11715	0.0	20.3707	23.30061	0.0	0.0	934.55763	1765.56961	221.926	35.61534	0.0	10.2256	0.0	524.87966	0.0	129.10416	0.0	0.0	50.99803	194.89563	0.0	0.0	0.0	5.68946	115.97231	41.66919	0.0	527.92692	0.0	1022.30323	2158.7933699999985	0.0	0.0	10000.514349999996	0.0	0.0	167.20222	38.319	126.7278	0.0	7642.059820000001	2625.286159999999	83.59271000000001	105.43386	8300.83425	0.0	3227.51135	0.0	113.5459	0.0	0.0	2637.480470000001	0.0	0.0	223.94130000000004	810.9516700000001	568.44885	12.816	10.1005	0.0	10966.976759999998	55.04992	0.0	1632.91651	0.0	0.0	117.34101	13.9258	0.0	0.0	0.0	32.69624	0.0	2615.1389699999995	0.0	0.0	18.6391	0.0	18.04319	0.0	0.0	830.0449	0.0	0.0	101.5442	0.0	5.09645	23.3894	0.0	492.6221	18.82969	0.0	15.46691	43.31906	0.0	0.0	0.0	0.0	10261.232859999996	177.3775	0.0	4599.945109999999	3.82217	0.0	7772.50591	165.23127999999997	0.0	35.9826	0.0	0.0	505.83952	0.0	7.98857	21.6033	4.08061	0.0	582.3878700000001	0.0	9.39247	759.60347	0.0	0.0	37.81808	360.16533000000004	0.0	0.0	0.0	144.86942000000002	6.54367	0.0	52.99648	28.17588	0.0	4.34286	110.21027	0.0	4.60241	88.64558	0.0	0.0	0.0	5.94545	97.5384	0.0	10.7649	0.0	681.6420499999999	0.0	0.0	0.0	0.0	0.0	0.0	58.89283	0.0	0.0	0.0	18.1554	0.0	90.85538	16.75672	0.0	3.88745	0.0	0.0	0.0	0.0	3384.97716	48.6112	2456.52485	864.29486	0.0	694.12568	0.0	348.375	20.07557	20.63536	1325.99647	0.0	0.0	0.0	0.0	220.38336	0.0	0.0	423.8409500000001	0.0	18.9394	0.0	15.2317	0.0	22.29499	0.0	0.0	4.94361	0.0	0.0	635.8198000000001	525.45472	10.2427	0.0	0.0	348.62688	0.0	0.0	0.0	0.0	930.75295	0.0	0.0	24.2379	48.09095	0.0	0.0	0.0	0.0	1543.5158100000003	0.0	6.56308	0.0	0.0	0.0	0.0	0.0	0.0	136.67691	0.0	0.0	0.0	29.8952	8741.39459999999	1284.8175500000002	32.8824	0.0	12.6408	0.0	841.4719000000001	6.70337	0.0	0.0	0.0	0.0	0.0	0.0	181.5849	10.9095	0.0	5.8617	0.0	2.43522	8788.46585	0.0	27.64752	175.0168	0.0	0.0	0.0	1330.3140800000003	0.0	0.0	0.0	0.0	0.0	693.5600000000001	0.0	28.6788	0.0	0.0	0.0	647.0526400000001	208.95332	161.75034999999997	8.77055	147.48912	0.0	82.12574	222.75018	770.6975199999999	63.37914000000001	0.0	0.0	7.66188	100.03171	45.9768	0.0	0.0	72.2056	0.0	0.0	12.7047	112.11018	0.0	36.3325	786.17628	0.0	0.0	20.67998	0.0	8.25488	9840.198990000008	84.6743	0.0	28.911	15.1713	13.0047	268.98158	0.0	0.0	65.88234	0.0	0.0	1401.91499	5976.577440000003	0.0	0.0	30.7328	0.0	922.07438	7859.628360000002	0.0	967.1710500000002	0.0	421.7846200000001	1697.02814	0.0	0.0	608.50208	124.53864	49.07158	0.0	0.0	0.0	0.0	0.0	0.0	17.7415	479.42897	0.0	8.4455	788.75351	0.0	1627.9937300000004	0.0	4.99263	121.2593	0.0	1396.40436	0.0	12.84271	0.0	0.0	0.0	0.0	64.876	35.94265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5244.750979999997	0.0	25.6034	398.09035	537.15171	165.2748	0.0	26.529200000000003	0.0	11.6847	12.14083	0.0	16.26547	0.0	89.02614	0.0	5.04478	66.2408	0.0	175.94091	0.0	0.0	202.735	0.0	1674.9031000000002	24.25617	22.3721	231.20984	18.95055	10835.302159999976	64.99557999999999	0.0	1570.5855399999998	10.3964	0.0	0.0	0.0	0.0	0.0	139.7929	0.0	1573.1234699999998	1318.2124600000002	210.54698	0.0	41.2854	20.3927	380.41618	183.88288	0.0	2149.7919299999994	243.75875	0.0	0.0	59.79861	4932.297130000001	40.9058	5.45306	53.46495	242.59501	191.46113	9069.409960000005	675.54466	3521.513649999999	2152.8706900000006	7.90359	0.0	0.0	251.92281	13.8523	11.1101	337.62159	309.78700999999995	8.39429	26.3247	0.0	94.08495	0.0	488.72029	0.0	0.0	0.0	5754.101729999998	0.0	6752.228499999996	9340.08933	0.0	0.0	28.78581	0.0	11.5617	224.55593	1518.7007099999996	8.16236	15.0169	5223.28093	0.0	6280.086579999997	0.0	68.77005	70.49136	1494.50402	85.66323000000001	0.0	0.0	0.0	0.0	20.79549	689.7137	449.5440799999999	7.00166	12.1003	0.0	13.8674	329.55117	0.0	767.94553	58.3666	0.0	5209.773780000001	269.87339000000003	3.69918	360.55661	0.0	68.8238	1835.16501	0.0	373.0715	0.0	0.0	0.0	0.0	0.0	1137.17883	0.0	344.3276	0.0	36.8651	0.0	8858.112360000008	157.406	0.0	0.0	2899.4245899999987	127.81814	8.16985	0.0	316.22763000000003	0.0	0.0	8.03127	34.57348	190.6738	3187.73415	144.27676	1629.4664599999996	3430.9132400000003	55.64474	314.48653999999993	0.0	1283.2441400000002	0.0	229.06128	0.0	107.58423	0.0	0.0	0.0	0.0	0.0	1036.34186	657.4702	0.0	1051.51809	0.0	0.0	34.84012	298.8939	143.49434000000002	0.0	1030.77018	1865.55891	39.65938	0.0	0.0	0.0	8.01167	686.4719600000001	572.76123	129.063	0.0	0.0	0.0	99.85475	0.0	384.2569199999999	12.0689	138.75063	14.41296	76.6671	6671.05337	33.051500000000004	0.0	0.0	0.0	0.0	0.0	0.0	107.7865	2031.59281	0.0	0.0	487.04642	0.0	11.2693	0.0	0.0	1658.6636700000004	0.0	0.0	0.0	0.0	0.0	348.85905	3148.693900000001	2279.866170000001	525.57106	432.61974	18.436	25.117980000000003	0.0	408.24816	35.6002	0.0	0.0	0.0	0.0	141.41149	0.0	158.18128	5.50401	476.24166	0.0	8008.87352	0.0	0.0	15.436519999999998	70.4063	0.0	21.32541	0.0	128.931	46.4602	0.0	26.12996	428.4623700000001	9.06926	11.90659	128.1713	0.0	0.0	360.78027	781.58611	49.06501	0.0	1373.6949600000005	0.0	0.0	105.58013	39.0156	140.96956999999998	41.931	0.0	8798.54401	0.0	0.0	8.04293	0.0	195.16059	1580.0216400000002	1811.9866400000003	558.95735	0.0	37.6125	1487.04822	293.98922	0.0	210.18673	0.0	0.0	11535.971700000006	15.79473	0.0	0.0	909.5134	300.19195	1962.77776	6.15047	3.63923	40.69395	731.03705	0.0	0.0	0.0	56.9977	2408.15158	85.72879	0.0	0.0	0.0	0.0	21.99946	0.0	11.857	216.45363	0.0	3520.2829400000014	0.0	0.0	0.0	106.11471	4031.55963	0.0	34.7047	8.65308	48.5815	0.0	66.3846	178.39455999999998	0.0	5.73158	0.0	0.0	667.7357400000001	853.6062000000001	0.0	0.0	0.0	72.7578	34.3675	141.51635	1033.7673	340.242	0.0	0.0	0.0	0.0	0.0	0.0	6950.721170000003	732.90541	6.10198	0.0	0.0	0.0	24.4324	0.0	990.29666	0.0	116.37118	0.0	446.76539	0.0	0.0	0.0	37.24692	225.42047	160.78899000000004	857.4792599999997	0.0	6.06344	0.0	62.75372999999999	0.0	264.17585	0.0	106.45603000000004	0.0	51.40459	1741.0593299999996	153.167	0.0	101.1512	0.0	0.0	13.66813	28.27571	0.0	26.65	6.62794	50.66857	5776.042280000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.5429	973.84605	10.432670000000002	0.0	0.0	6.77636	0.0	178.83658	5.94394	305.52669000000003	163.50629999999998	66.2421	0.0	0.0	109.08341	0.0	282.59986000000004	0.0	0.0	549.7018300000001	6.04076	0.0	5325.83227	11.1952	3151.38083	670.1352499999998	0.0	748.5034799999999	94.51681	26.24621	0.0	101.95747	0.0	330.0013	11.3261	0.0	0.0	0.0	0.0	0.0	0.0	12.34452	4543.635909999998	875.2276099999999	26.07714	13.0724	0.0	0.0	17.54108	0.0	0.0	15.5196	0.0	287.41769	0.0	5290.390039999999	6.25094	0.0	0.0	734.4053000000002	104.87215	0.0	57.792	1117.02582	60.6478	0.0	0.0	4.1423	0.0	16.0308	974.19102	11464.363230000004	4.12597	0.0	0.0	177.27	0.0	52.383660000000006	0.0	0.0	0.0	0.0	244.8607	0.0	44.3674	0.0	23.4517	46.46938	140.97884	0.0
