samples	CHL.chlor_a	FLH.nflh	KD.Kd_490	PAR.par	PIC.pic	POC.poc	RRS.Rrs_412	RRS.Rrs_443	RRS.Rrs_469	RRS.Rrs_488	RRS.Rrs_531	RRS.Rrs_547	RRS.Rrs_555	RRS.Rrs_645	RRS.Rrs_667	RRS.Rrs_678	SST.sst
TSC001	1.13129269438131	0.12736266125938	0.10347142595752	43.7562642733505	0.000607263084512684	177.163172578629	0.00467883759417687	0.00480959269588757	0.00508161310336405	0.00483700085908367	0.00344963351564766	0.0030652253533529	0.00279536821117708	0.000485735563947113	0.000421266176354781	0.000227143727865301	22.9362239771314
TSC003	0.141288508033874	0.0537292431764232	0.03340612160507	39.6803865287363	1.39161472352312e-05	43.8978644703724	0.00708865391462329	0.00636298044706768	0.00586865391770349	0.00491022534869472	0.00210081719252249	0.00157838862241292	0.00135749066378696	0.000125939646488164	0.000151266177036465	0.000171470258618108	25.0151525020922
TSC005	0.0789501277007619	0.0510881717580523	0.0280489788832599	39.3851212085895	1.82630859997665e-05	34.5223541265848	0.0101472865599622	0.00878432737972988	0.00765989881114021	0.00612322534563219	0.00233012331439252	0.00173087841794629	0.00147316413288267	0.000136184544421481	0.000170960054537763	0.000188021278984484	26.0421932954626
TSC008	0.169685262350404	0.0642796512989402	0.0311530604374973	24.0742633385056	1.1895739077067e-05	44.0550073298569	0.00560822534693244	0.00524157228663366	0.00504061310346756	0.00424504167690476	0.0017504498464683	0.00129755188842809	0.00113491923577747	1.3225361058454e-05	7.75110751818625e-05	0.000114429442435591	20.0126015934998
TSC013	0.312347753619661	0.0820758757200027	0.0503163252595149	16.6553854351074	2.68549227127681e-05	85.903987545292	0.00326800086304502	0.00331377637313353	0.00354708249499347	0.00332432739351505	0.00187018454004355	0.00146673556147033	0.00132573556182632	4.55110752626547e-05	0.000147613115821198	0.000188633523880897	16.4951526925291
TSC016	0.267183974233209	0.0744588349330951	0.0464163253580372	19.365426380154	2.0263085994717e-05	76.9162323093232	0.00361653147440996	0.00376932739239153	0.00391165392264444	0.00359667433160295	0.00190069474404815	0.00148420494918132	0.0013083886230946	3.73478099771425e-05	0.000124429442410344	0.000164062095371505	18.5837240744173
TSC020	0.124983487460686	0.075555161459473	0.0294510196641679	19.7852019102964	1.25896166263355e-05	39.1468439914134	0.00748489881158205	0.00666922534425367	0.00604114371318636	0.00504591922590314	0.00200059270297961	0.00147255188798625	0.00127014372523198	4.81437283172324e-05	0.000141960054610981	0.000180082503494323	20.2734179142007
TSC021	0.182899865720953	0.0637540390560723	0.0321571420447851	32.8218964070571	1.01814533671094e-05	48.8815380140227	0.00560147024490868	0.00493583759352801	0.00486491922636013	0.00428067432987602	0.00179216413207727	0.00133714372506282	0.00116138862346574	6.98988303031224e-05	0.000141041687266361	0.000170368217804564	24.7317341410802
TSC025	0.186008637352866	0.067755977816126	0.0348918358532519	36.8680802727099	1.00998207142543e-05	52.4223543933156	0.00570381718342578	0.00517649065414491	0.00510708249105484	0.00452102126804471	0.00197177637652175	0.00149173556140721	0.00128904168436794	0.000103225360831226	0.000164531483125422	0.000193286585093639	25.6696933037887
TSC027	0.280913180690639	0.086076947133121	0.0468163253479324	36.6087537297803	1.08549227531642e-05	77.9101098751535	0.00352334780117584	0.00365085800493554	0.00386632739214663	0.00359879678057718	0.0018773682134948	0.00147136821451985	0.00128636821498693	0.000124347809757489	0.000188286585106263	0.000235347809477241	26.6636218530012
TSC031	0.348972173977871	0.121573987812349	0.0548938761642844	37.9363048132438	1.23447186677702e-05	121.295824807365	0.00234708249802317	0.00285191923144246	0.00318304167958605	0.00305287841460856	0.00175534780563961	0.00141242943915846	0.00122163352127282	0.000156000870902062	0.000210633523825352	0.000260960054310535	27.1464789850656
TSC036	0.708974358074519	0.107826538885853	0.0811306101953663	51.5192238257447	1.99365553832965e-05	169.138682663137	0.00142349066362033	0.00227669474309885	0.00273310290521183	0.00285661310898163	0.0021112049475983	0.00175761311175634	0.00154489882657911	0.000163102911700458	0.000235592707435806	0.000284184544047817	26.4608667554923
